name_P,H3k36me3_P
chr1_1149418_1150518,2.4300669999999998
chr1_1166629_1167729,2.4300669999999998
chr1_1167311_1168411,2.4300669999999998
chr1_1182002_1183102,2.606298
chr1_1186614_1187714,2.606298
chr1_1209165_1210265,2.606298
chr1_1209603_1210703,2.606298
chr1_1214816_1215916,2.606298
chr1_1242947_1244047,3.153054
chr1_1244889_1245989,3.153054
chr1_1253969_1255069,3.153054
chr1_1259136_1260236,3.153054
chr1_1259971_1261071,3.153054
chr1_1310775_1311875,7.456111999999999
chr1_1333902_1335002,6.486889
chr1_1334608_1335708,8.245929499999999
chr1_1341032_1342132,10.9089475
chr1_1342593_1343693,4.102405
chr1_1343476_1344576,4.102405
chr1_1406143_1407243,2.1070740000000003
chr1_1446531_1447631,2.7806610000000003
chr1_1475733_1476833,2.7806610000000003
chr1_1499804_1500904,2.7806610000000003
chr1_1509355_1510455,2.7806610000000003
chr1_1510149_1511249,2.7806610000000003
chr1_1514136_1515236,2.7806610000000003
chr1_1549795_1550895,4.558942
chr1_1602429_1603529,8.463859
chr1_2120237_2121337,3.319927
chr1_2159134_2160234,2.23002
chr1_2322267_2323367,5.068080999999999
chr1_2323046_2324146,5.068080999999999
chr1_3540566_3541666,2.218798
chr1_3541207_3542307,2.218798
chr1_3568084_3569184,2.218798
chr1_3569225_3570325,2.218798
chr1_761988_763088,1.9393040000000001
chr1_762802_763902,1.9393040000000001
chr1_989413_990513,3.3394389999999996
