name_P,H3k27me3_P
chr1_1009587_1010687,8.739287999999998
chr1_1051641_1052741,4.81084
chr1_1101484_1102584,2.924664
chr1_1102243_1103343,2.924664
chr1_1103385_1104485,6.336097
chr1_1103737_1104837,6.336097
chr1_1108264_1109364,2.924664
chr1_1114835_1115935,2.924664
chr1_1845266_1846366,3.3514209999999998
chr1_1850612_1851712,3.3514209999999998
chr1_1935176_1936276,8.760805
chr1_1946869_1947969,3.3514209999999998
chr1_1949780_1950880,3.3514209999999998
chr1_1980909_1982009,3.3514209999999998
chr1_1981409_1982509,3.3514209999999998
chr1_2076618_2077718,3.3514209999999998
chr1_2257581_2258681,3.366875
chr1_2258032_2259132,3.366875
chr1_2283196_2284296,3.366875
chr1_2284159_2285259,3.366875
chr1_2294967_2296067,3.366875
chr1_2306692_2307792,3.366875
chr1_2309699_2310799,7.8782605000000006
chr1_2315811_2316911,3.366875
chr1_2345136_2346236,2.042338
chr1_2356419_2357519,6.7809446666666675
chr1_2424597_2425697,9.354864999999998
chr1_2425818_2426918,1.8711119999999999
chr1_2457939_2459039,2.463114
chr1_2461584_2462684,5.037294
chr1_2486078_2487178,11.376403999999999
chr1_2496849_2497949,3.702268
chr1_2511999_2513099,8.126003
chr1_2563007_2564107,1.83821
chr1_2984732_2985832,2.10473
chr1_2984901_2986001,2.10473
chr1_3050173_3051273,2.217088
chr1_3226560_3227660,2.217088
chr1_3369990_3371090,2.226734
chr1_3402810_3403910,2.226734
chr1_3477254_3478354,2.226734
chr1_3527959_3529059,2.081857
chr1_3540566_3541666,6.268749499999999
chr1_3541207_3542307,2.081857
chr1_3568084_3569184,2.576759
chr1_3569225_3570325,2.576759
chr1_3585236_3586336,2.576759
chr1_3630762_3631862,2.576759
chr1_564020_565120,3.5442400000000003
chr1_564290_565390,3.5442400000000003
chr1_565454_566554,7.5422649999999996
chr1_568756_569856,12.926173
chr1_812183_813283,2.818966
chr1_817043_818143,2.818966
chr1_839214_840314,2.818966
chr1_848551_849651,4.240943
chr1_856296_857396,4.240943
chr1_866345_867445,4.699564
chr1_917397_918497,6.0087215
