name_P,H3k79me2_P
chr1_1051641_1052741,5.398175
chr1_1149418_1150518,4.813711
chr1_1166629_1167729,4.813711
chr1_1167311_1168411,4.813711
chr1_1186614_1187714,5.264749
chr1_1209165_1210265,5.264749
chr1_1209603_1210703,5.264749
chr1_1214816_1215916,5.264749
chr1_1242947_1244047,6.114063
chr1_1244889_1245989,6.114063
chr1_1253969_1255069,6.114063
chr1_1259136_1260236,6.114063
chr1_1259971_1261071,6.114063
chr1_1265694_1266794,6.114063
chr1_1284630_1285730,6.114063
chr1_1310775_1311875,8.951751
chr1_1333902_1335002,11.644675999999999
chr1_1334608_1335708,11.644675999999999
chr1_1341032_1342132,11.644675999999999
chr1_1342593_1343693,11.644675999999999
chr1_1343476_1344576,11.644675999999999
chr1_1406143_1407243,6.292199999999999
chr1_1446531_1447631,5.762465
chr1_1475733_1476833,7.794525999999999
chr1_1499804_1500904,7.794525999999999
chr1_1509355_1510455,7.794525999999999
chr1_1510149_1511249,7.794525999999999
chr1_1514136_1515236,7.794525999999999
chr1_1549795_1550895,5.030533999999999
chr1_1551075_1552175,5.030533999999999
chr1_1589786_1590886,2.844709
chr1_1590373_1591473,2.692409
chr1_1711796_1712896,12.995709
chr1_1821910_1823010,12.995709
chr1_1822395_1823495,12.995709
chr1_1980909_1982009,2.341453
chr1_1981409_1982509,2.341453
chr1_2120237_2121337,4.810167
chr1_2159134_2160234,14.711112
chr1_2315811_2316911,5.308518
chr1_2322267_2323367,5.308518
chr1_2323046_2324146,5.308518
chr1_2345136_2346236,5.308518
chr1_2356419_2357519,5.308518
chr1_2424597_2425697,5.308518
chr1_2425818_2426918,5.308518
chr1_2457939_2459039,14.20355
chr1_2486078_2487178,3.146568
chr1_2488370_2489470,3.146568
chr1_2516930_2518030,2.511877
chr1_3540566_3541666,3.741885
chr1_3541207_3542307,4.353246
chr1_713150_714250,9.583543500000001
chr1_713906_715006,8.429504
chr1_752992_754092,6.463866
chr1_761988_763088,6.463866
chr1_762802_763902,6.463866
chr1_894589_895689,7.429150999999999
chr1_894967_896067,7.429150999999999
chr1_900877_901977,2.760976
chr1_947803_948903,4.339132
chr1_948473_949573,4.339132
chr1_954503_955603,4.339132
chr1_989413_990513,4.339132
