name_E,H3k9ac_E
chr10_1100843_1101035,18.784082
chr10_2256285_2256680,10.917282
chr10_3028046_3028193,5.3483279999999995
chr10_3133662_3133717,7.437942
chr10_3137708_3138098,8.982133
chr10_3145163_3145536,4.64433
chr10_3497590_3497951,7.356603999999999
chr10_3507725_3507898,16.939889
chr10_3509617_3509911,16.939889
chr10_3510310_3510716,16.939889
chr10_3511181_3511689,16.939889
chr10_3524547_3524820,10.897886
chr10_3526849_3527147,8.578297000000001
chr10_3528683_3528786,11.408157000000001
chr10_3542742_3543014,12.690123
chr10_3568141_3568290,2.508883
chr10_3710838_3711066,17.231602
chr10_3762746_3763172,14.141435999999999
chr10_3782727_3783283,8.998091
chr10_3797195_3797502,17.024269
chr10_3800307_3800531,17.024269
chr10_3807382_3807563,21.197563
chr10_3845250_3845852,24.939954
chr10_3845999_3846426,24.939954
chr10_3846443_3847038,24.939954
chr10_3848037_3849536,24.939954
chr10_3850308_3850795,24.939954
chr10_3852273_3852886,24.939954
chr10_3853393_3854169,24.939954
chr10_3867491_3867713,5.0068019999999995
chr10_3870489_3871262,13.842992
chr10_3893365_3894190,15.863213
chr10_3909715_3910075,4.962916000000001
chr10_3917358_3918120,3.4458
chr10_3928866_3929216,25.951537000000002
chr10_3929991_3930887,25.951537000000002
chr10_3932191_3932411,13.697093
chr10_3944367_3944901,4.990141
chr10_3984866_3985563,11.276617
chr10_3985648_3985956,11.276617
chr10_4173688_4174411,15.715901
chr10_4289203_4289519,5.116507
chr10_4386754_4387085,8.526530000000001
chr10_4396174_4396330,12.480079
chr10_4705159_4705783,22.189294
chr10_4711881_4712067,23.71359
chr10_4712833_4713220,23.71359
chr10_4728868_4729211,15.841944
chr10_4813646_4813900,11.328626
chr10_4891874_4892173,3.3049470000000003
chr10_5113786_5114179,6.843032000000001
chr10_5333644_5334212,8.889158
chr10_5334474_5334640,8.889158
chr10_5336164_5336286,16.031722
chr10_556579_556951,5.1383730000000005
chr10_557102_557353,5.1383730000000005
chr10_5587810_5588190,12.110397
chr10_5588881_5589169,12.110397
chr10_5590010_5590295,12.110397
chr10_5590959_5591270,12.110397
chr10_5593718_5593999,12.110397
chr10_5596279_5596669,5.278328
chr10_5607602_5608000,16.203445000000002
chr10_5638863_5639270,15.352784
chr10_830904_831008,5.0149
