name_E,Ctcf_E
chr10_3028046_3028193,19.415553
chr10_3497590_3497951,15.449731
chr10_3509617_3509911,31.258848999999998
chr10_3510310_3510716,31.258848999999998
chr10_3528683_3528786,17.294114
chr10_3762746_3763172,13.164647
chr10_3845250_3845852,2.354502
chr10_3845999_3846426,2.354502
chr10_3846443_3847038,2.354502
chr10_3848037_3849536,2.354502
chr10_3928866_3929216,1.7585240000000002
chr10_3929991_3930887,7.7035275
chr10_3984866_3985563,2.170169
chr10_3985648_3985956,2.170169
chr10_4386754_4387085,22.768475
chr10_4705159_4705783,6.172244
chr10_4813646_4813900,22.525625
chr10_4891874_4892173,120.34474399999999
chr10_5333644_5334212,16.757975
chr10_5336164_5336286,28.006303999999997
chr10_556579_556951,63.473
chr10_557102_557353,63.473
chr10_5593718_5593999,17.480453
chr10_5607602_5608000,3.717547
chr10_5638863_5639270,6.77349
chr10_830904_831008,17.247584
chr1_100113534_100114036,27.691446999999997
chr1_101774729_101775525,54.593208
chr1_10269964_10270260,28.384714000000002
chr1_10695291_10695734,5.137716
chr1_10816030_10816223,14.274564000000002
chr1_10853986_10854555,13.291895000000002
chr1_108741685_108742156,14.314348
chr1_109104473_109104583,39.453719
chr1_10927237_10927380,12.541546
chr1_110160052_110160461,4.96331
chr1_110333273_110333688,5.634608
chr1_110672728_110673048,14.283826999999999
chr1_110976504_110976901,10.946266
chr1_112050044_112050594,34.101212
chr1_112058341_112058601,20.459775
chr1_112058803_112059167,20.459775
chr1_112901525_112901779,35.102534999999996
chr1_113584893_113585079,21.630916
chr1_113683682_113683919,43.715565000000005
chr1_11376903_11377179,12.760219000000001
chr1_114575620_114575801,23.416767999999998
chr1_115052481_115052766,2.0566259999999996
chr1_115873164_115873576,22.720534
chr1_116088478_116088732,45.014884
chr1_117112460_117112738,25.194613
chr1_117421623_117422020,22.961834
chr1_11968510_11969143,15.541588
chr1_14154959_14155163,29.60039
chr1_142538903_142539547,10.387592999999999
chr1_144533627_144534178,11.804337
chr1_144536201_144536370,5.051569000000001
chr1_144871122_144871347,2.255441
chr1_144908312_144908601,3.5983525
chr1_144908806_144909147,3.5983525
chr1_144927217_144927550,3.5983525
chr1_144986415_144987071,2.255441
chr1_144987154_144987391,5.7287609999999995
chr1_144988079_144988414,2.255441
chr1_145009158_145009716,2.255441
chr1_145012331_145013054,2.255441
chr1_145023690_145024549,2.255441
chr1_145042783_145043227,8.2599565
chr1_145054975_145055306,4.928591999999999
chr1_145058996_145059322,25.048505333333335
chr1_145064438_145064839,4.928591999999999
chr1_145090155_145090603,2.255441
chr1_145092450_145092883,2.255441
chr1_145113904_145114998,2.255441
chr1_145455122_145455741,20.861393
chr1_147806841_147807184,12.921204
chr1_150135231_150135764,20.683608
chr1_150185878_150186128,15.863351000000002
chr1_150592182_150592667,26.652659000000003
chr1_151284018_151284391,4.916180000000001
chr1_151809390_151809745,53.608020999999994
chr1_151871280_151871437,2.039455
chr1_151877533_151877895,1.7265599999999999
chr1_151916920_151917624,5.686372
chr1_151960875_151961433,5.702106
chr1_151961675_151962369,5.702106
chr1_152006910_152007460,17.982917
chr1_152007615_152008057,17.982917
chr1_153337774_153338142,9.739942
chr1_153366487_153366797,5.578464
chr1_153488459_153488748,6.036956
chr1_153504746_153504953,10.427614
chr1_153525322_153525412,5.780784
chr1_153526279_153526545,5.780784
chr1_153541018_153541368,28.458108499999998
chr1_153545866_153546049,5.780784
chr1_154299137_154299452,31.700335
chr1_154391539_154392211,2.131369
chr1_154392646_154393050,2.131369
chr1_154404273_154404562,3.994536
chr1_154910155_154910399,16.466383999999998
chr1_154972628_154972915,12.118335
chr1_154973036_154973200,12.118335
chr1_154973335_154973935,12.118335
chr1_155098409_155098801,2.231289
chr1_156066868_156067143,44.594822
chr1_156073854_156074351,16.397478
chr1_156074715_156075305,15.806578
chr1_156089405_156089622,8.8740935
chr1_156095033_156095181,6.3851949999999995
chr1_156103413_156103690,6.3851949999999995
chr1_156426931_156427503,9.286118
chr1_156629760_156630406,29.254495000000002
chr1_156663993_156664153,3.712564
chr1_156718467_156719136,14.164335999999999
chr1_156719450_156719815,11.165192
chr1_157106691_157107326,13.574701000000001
chr1_157938818_157938961,29.363794
chr1_157980631_157980890,2.162409
chr1_158942717_158942925,22.433578
chr1_159798443_159799254,17.582979
chr1_159880076_159880706,3.160797
chr1_159892447_159892988,3.160797
chr1_159907968_159908165,3.160797
chr1_159910997_159911192,3.160797
chr1_159914077_159914586,3.160797
chr1_16030221_16030623,22.70223
chr1_160989381_160990254,14.352286999999999
chr1_161352257_161352597,21.441352
chr1_161359666_161360218,4.110307
chr1_16212759_16213091,1.71723
chr1_16478939_16479163,2.314822
chr1_16479299_16479465,2.314822
chr1_165797615_165798367,4.386151
chr1_167683554_167683813,38.742488
chr1_167766380_167766616,13.872303500000001
chr1_168149052_168149361,6.353466
chr1_168440429_168440721,14.322695000000001
chr1_17027024_17027386,13.36041
chr1_170633923_170634526,14.573854
chr1_172291507_172291926,14.1431
chr1_17231253_17231704,4.139838
chr1_172327558_172328156,5.094682
chr1_172917653_172917863,17.545301000000002
chr1_173091914_173092434,5.9892330000000005
chr1_173398914_173399297,20.937675
chr1_173447359_173447668,1.8887630000000002
chr1_17494378_17494745,3.9609080000000003
chr1_175094142_175094504,44.822891999999996
chr1_175160901_175161109,6.302303
chr1_177150553_177151051,34.482095
chr1_178121154_178121309,15.880214000000002
chr1_178252303_178252477,25.677524
chr1_179555221_179555646,16.500283
chr1_17956441_17957463,18.004284
chr1_180554738_180554883,13.651135
chr1_181056649_181057124,7.681564
chr1_181060502_181060611,2.65937
chr1_181104473_181105818,12.783090666666666
chr1_181110732_181111003,18.456745
chr1_181451162_181451821,3.766468
chr1_181454376_181454805,3.766468
chr1_182056560_182056703,3.4350910000000003
chr1_183133608_183133779,5.494522
chr1_183161027_183161375,3.186004
chr1_183248987_183249454,5.518217
chr1_183549376_183549721,20.06016
chr1_183578502_183578873,47.950719
chr1_1840449_1840835,13.062724000000001
chr1_19248887_19249092,8.563243666666667
chr1_19253034_19253391,5.918858
chr1_192549613_192549895,30.584263
chr1_19274997_19275345,2.574848
chr1_19276270_19276542,2.574848
chr1_19277155_19277462,2.574848
