name_E,H3k9ac_E
chr1_1005293_1005547,4.184379
chr1_1014834_1015095,10.100164999999999
chr1_1093610_1093958,30.834767
chr1_1136075_1136463,3.859405
chr1_1136667_1137146,3.859405
chr1_1714020_1714715,12.471332
chr1_1772108_1772256,8.508550999999999
chr1_1814762_1815124,7.245489
chr1_1840449_1840835,18.100529
chr1_2162325_2162996,8.393887
chr1_2177615_2177829,5.142034
chr1_2221868_2222548,4.6925745
chr1_2230678_2230895,8.334394999999999
chr1_2231691_2232185,8.334394999999999
chr1_2232428_2232896,8.334394999999999
chr1_2478276_2478817,22.253877
chr1_2509702_2510198,18.159191
chr1_2574343_2574764,21.020601
chr1_3581269_3581645,14.972885999999999
chr1_3594206_3594277,10.551658999999999
chr1_3817648_3818071,17.515537
chr1_6053603_6054107,13.173247
chr1_6054896_6055025,13.173247
chr1_6088225_6088518,15.765992
chr1_6350184_6350543,7.725061
chr1_6351007_6351537,7.725061
chr1_6661008_6661639,16.257074
chr1_956563_956812,6.316619
