name_E,H3k27ac_E
chr1_1014834_1015095,4.65287
chr1_1093610_1093958,4.791
chr1_1143531_1144198,4.8174
chr1_1173386_1173736,3.17666
chr1_1295535_1296332,2.1651700000000003
chr1_1714020_1714715,2.8207400000000002
chr1_1840449_1840835,5.14893
chr1_2177615_2177829,3.60731
chr1_2221868_2222548,3.5830300000000004
chr1_2230678_2230895,2.6268599999999998
chr1_2232428_2232896,2.9051299999999998
chr1_2246556_2246763,2.83946
chr1_2253622_2253773,4.189830000000001
chr1_2254081_2254230,4.189830000000001
chr1_2574343_2574764,4.6403099999999995
chr1_3229711_3230157,4.36468
chr1_3459907_3460197,4.2049
chr1_3817648_3818071,4.01238
chr1_6336471_6336830,6.53875
chr1_6661008_6661639,2.66824
chr1_7289758_7290075,3.51358
chr1_7327634_7328033,3.42861
chr1_7359415_7359679,3.84375
chr1_7461964_7462325,5.2462
chr1_7531062_7531540,3.79141
chr1_7538871_7539273,3.48581
chr1_7551468_7551846,4.58016
chr1_956563_956812,3.3428400000000003
