name_E,Smc3_E
chr1_1014834_1015095,7.09211525894507
chr1_1136667_1137146,9.22253654955108
chr1_1295535_1296332,3.3794042533327002
chr1_1714020_1714715,6.292597790238109
chr1_1840449_1840835,19.332849435179
chr1_2140151_2140337,5.0785736073455094
chr1_2162325_2162996,7.039630257789
chr1_2221868_2222548,12.6939031055697
chr1_2232428_2232896,5.855956532974349
chr1_2246556_2246763,4.6953259109135095
chr1_2253622_2253773,14.0066610204214
chr1_2478276_2478817,9.28582090751906
chr1_2509702_2510198,3.4709957015862
chr1_3136013_3136207,3.88860314615839
chr1_3229711_3230157,16.5426120547647
chr1_3237165_3237518,3.5368181540541204
chr1_3309990_3310261,4.1311713229479805
chr1_3459907_3460197,6.248415212122031
chr1_6336471_6336830,9.6959845995619
chr1_6661008_6661639,5.851661724683639
chr1_7313313_7313451,6.84486128771987
chr1_7327634_7328033,6.42182215423216
chr1_7359415_7359679,27.219625082649898
chr1_7461964_7462325,21.7730238140701
chr1_7531062_7531540,12.871011130103945
chr1_7538871_7539273,10.255277159298402
chr1_7551468_7551846,7.75871596359847
chr1_941791_942135,3.88860314615839
chr1_956563_956812,9.63907318680221
