name_P,H3k36me3_P
chr1_1149418_1150518,1.585809
chr1_1166629_1167729,1.585809
chr1_1167311_1168411,1.585809
chr1_1244889_1245989,2.333673
chr1_1253969_1255069,2.437887
chr1_1333902_1335002,3.906961
chr1_1341032_1342132,5.745023000000001
chr1_1342593_1343693,2.953849
chr1_1343476_1344576,2.953849
chr1_1475733_1476833,2.1150439999999997
chr1_1499804_1500904,2.1150439999999997
chr1_1509355_1510455,2.1150439999999997
chr1_1510149_1511249,2.1150439999999997
chr1_1602429_1603529,3.0912830000000002
chr1_1711796_1712896,2.0116110000000003
chr1_1821910_1823010,2.0116110000000003
chr1_1822395_1823495,2.0116110000000003
chr1_2159134_2160234,1.485586
chr1_2315811_2316911,1.949668
chr1_2322267_2323367,1.949668
chr1_2323046_2324146,1.949668
chr1_2345136_2346236,1.949668
chr1_2457939_2459039,1.58351
chr1_2461584_2462684,1.58351
chr1_3540566_3541666,1.599988
chr1_3541207_3542307,1.599988
chr1_3568084_3569184,1.599988
chr1_3569225_3570325,1.599988
chr1_817043_818143,7.779408
chr1_894589_895689,1.6553380000000002
chr1_894967_896067,1.6553380000000002
