name_P,H3k27me3_P
chr1_1946869_1947969,1.5562719999999999
chr1_1949780_1950880,1.5562719999999999
chr1_2306692_2307792,1.951368
chr1_2309699_2310799,1.951368
chr1_2315811_2316911,1.951368
chr1_2322267_2323367,1.951368
chr1_2323046_2324146,1.951368
chr1_2345136_2346236,1.951368
chr1_2356419_2357519,1.951368
chr1_2424597_2425697,1.951368
chr1_2425818_2426918,1.951368
chr1_2457939_2459039,1.951368
chr1_2461584_2462684,1.951368
chr1_2476904_2478004,1.951368
chr1_2486078_2487178,1.951368
chr1_2488370_2489470,1.951368
chr1_2496849_2497949,1.951368
chr1_2511999_2513099,1.951368
chr1_2516930_2518030,1.951368
chr1_2563007_2564107,1.951368
chr1_2564381_2565481,1.951368
chr1_2718186_2719286,1.951368
chr1_2729157_2730257,1.951368
chr1_2731463_2732563,1.951368
chr1_2937046_2938146,1.951368
chr1_2978859_2979959,1.951368
chr1_2984732_2985832,1.951368
chr1_2984901_2986001,1.951368
chr1_3050173_3051273,1.951368
chr1_3226560_3227660,1.951368
chr1_3369990_3371090,1.951368
chr1_3402810_3403910,1.951368
chr1_568756_569856,5.778363
chr1_817043_818143,3.111913
chr1_845815_846915,1.406121
chr1_848551_849651,1.406121
chr1_856296_857396,1.406121
