name_P,H3k4me1_P
chr1_1009587_1010687,4.350248000000001
chr1_1166629_1167729,3.6321695
chr1_1167311_1168411,3.43891
chr1_1209165_1210265,6.055969999999999
chr1_1209603_1210703,6.055969999999999
chr1_1242947_1244047,6.053594
chr1_1244889_1245989,4.171362
chr1_1253969_1255069,4.1398209999999995
chr1_1259971_1261071,6.762739999999999
chr1_1265694_1266794,6.151403
chr1_1310775_1311875,8.929160000000001
chr1_1333902_1335002,5.1394614999999995
chr1_1334608_1335708,4.3900879999999995
chr1_1341032_1342132,3.7843690000000003
chr1_1342593_1343693,6.161008
chr1_1343476_1344576,6.161008
chr1_1406143_1407243,7.568737
chr1_1446531_1447631,7.774461
chr1_1549795_1550895,7.86039
chr1_1551075_1552175,4.810308
chr1_1711796_1712896,7.729735000000001
chr1_1850612_1851712,9.083956
chr1_1980909_1982009,5.972901
chr1_2142962_2144062,9.095205
chr1_2143913_2145013,8.2725025
chr1_2144059_2145159,7.4498
chr1_2145520_2146620,7.4498
chr1_2323046_2324146,5.479087
chr1_2345136_2346236,8.768408
chr1_2424597_2425697,7.346686
chr1_2425818_2426918,7.346686
chr1_2457939_2459039,6.980672
chr1_2461584_2462684,7.149132
chr1_2476904_2478004,2.9808209999999997
chr1_3369990_3371090,6.027541
chr1_3540566_3541666,7.9901979999999995
chr1_3541207_3542307,7.960017
chr1_3585236_3586336,4.998223
chr1_568756_569856,6.856696
chr1_845815_846915,4.02797
chr1_856296_857396,7.188186
chr1_947803_948903,6.444994
chr1_948473_949573,6.0604525
chr1_994114_995214,6.043282
chr1_998568_999668,9.026933999999999
