name_P,H3k4me2_P
chr1_1051641_1052741,5.378
chr1_1108264_1109364,2.89719
chr1_1166629_1167729,4.59793
chr1_1167311_1168411,2.6655599999999997
chr1_1209165_1210265,2.88725
chr1_1209603_1210703,2.88725
chr1_1244889_1245989,1.89945
chr1_1253969_1255069,3.06108
chr1_1259136_1260236,2.5310900000000003
chr1_1259971_1261071,4.86421
chr1_1284630_1285730,3.38814
chr1_1297057_1298157,2.88825
chr1_1310775_1311875,3.78715
chr1_1333902_1335002,3.13401
chr1_1334608_1335708,4.33254
chr1_1341032_1342132,4.1066199999999995
chr1_1342593_1343693,4.1066199999999995
chr1_1343476_1344576,4.1066199999999995
chr1_1369853_1370953,4.90351
chr1_1406143_1407243,4.74768
chr1_1446531_1447631,4.728219999999999
chr1_1475733_1476833,3.02469
chr1_1509355_1510455,4.34323
chr1_1510149_1511249,4.34323
chr1_1535376_1536476,4.78078
chr1_1549795_1550895,3.3199300000000003
chr1_1551075_1552175,3.3199300000000003
chr1_1566474_1567574,4.99258
chr1_1589786_1590886,3.48889
chr1_1590373_1591473,3.48889
chr1_1624067_1625167,3.9311300000000005
chr1_1654951_1656051,3.4039099999999998
chr1_1655666_1656766,3.4039099999999998
chr1_1821910_1823010,4.7144
chr1_1822395_1823495,4.7144
chr1_1850612_1851712,4.61048
chr1_1935176_1936276,5.98296
chr1_1949780_1950880,3.0994599999999997
chr1_1980909_1982009,3.0611599999999997
chr1_1981409_1982509,3.0611599999999997
chr1_2120237_2121337,3.31725
chr1_2142962_2144062,3.8293
chr1_2143913_2145013,3.8293
chr1_2144059_2145159,3.8293
chr1_2145520_2146620,3.8293
chr1_2322267_2323367,4.0168099999999995
chr1_2323046_2324146,4.47123
chr1_2345136_2346236,3.9876300000000002
chr1_2457939_2459039,3.2918
chr1_2476904_2478004,4.58645
chr1_2488370_2489470,6.71657
chr1_2516930_2518030,3.8697699999999995
chr1_267153_268253,6.6254800000000005
chr1_2984732_2985832,4.01695
chr1_2984901_2986001,4.01695
chr1_316720_317820,5.66863
chr1_3369990_3371090,3.51021
chr1_3527959_3529059,3.4308699999999996
chr1_3540566_3541666,4.16777
chr1_3541207_3542307,4.16777
chr1_713150_714250,4.25247
chr1_713906_715006,4.25247
chr1_751751_752851,4.15758
chr1_752992_754092,4.15758
chr1_761988_763088,4.83873
chr1_762802_763902,4.83873
chr1_839214_840314,3.5043599999999997
chr1_845815_846915,2.68823
chr1_856296_857396,2.3986099999999997
chr1_859260_860360,2.78225
chr1_894589_895689,2.8756
chr1_894967_896067,2.8756
chr1_900877_901977,5.92891
chr1_933331_934431,2.6854
chr1_935452_936552,2.6854
chr1_947803_948903,4.52821
chr1_948473_949573,4.52821
chr1_994114_995214,4.89447
chr1_998568_999668,2.64664
