name_P,H3k27me3_P
chr1_1009587_1010687,9.412495666666667
chr1_1051641_1052741,5.168416
chr1_1071397_1072497,5.3180914999999995
chr1_1141971_1143071,4.290325
chr1_1182002_1183102,10.7067865
chr1_1214816_1215916,2.063804
chr1_1265694_1266794,5.283143
chr1_1514136_1515236,5.92129
chr1_1535376_1536476,3.986445
chr1_1566474_1567574,13.3300385
chr1_1821910_1823010,3.2633240000000003
chr1_1822395_1823495,3.2633240000000003
chr1_1845266_1846366,3.2633240000000003
chr1_1850612_1851712,3.2633240000000003
chr1_1935176_1936276,12.6770538
chr1_1946869_1947969,6.159331000000001
chr1_1949780_1950880,6.159331000000001
chr1_1980909_1982009,3.2633240000000003
chr1_1981409_1982509,3.2633240000000003
chr1_2257581_2258681,10.957970333333334
chr1_2258032_2259132,9.885465
chr1_2283196_2284296,3.3748709999999997
chr1_2284159_2285259,3.3748709999999997
chr1_2294967_2296067,3.3748709999999997
chr1_2306692_2307792,6.371525
chr1_2309699_2310799,6.371525
chr1_2476904_2478004,2.110391
chr1_2486078_2487178,2.278893
chr1_2488370_2489470,2.278893
chr1_2496849_2497949,3.993826
chr1_2511999_2513099,3.306829
chr1_2516930_2518030,2.4970239999999997
chr1_2563007_2564107,6.433284
chr1_2564381_2565481,2.7151549999999998
chr1_2978859_2979959,7.1791789999999995
chr1_2984732_2985832,7.1791789999999995
chr1_2984901_2986001,7.1791789999999995
chr1_3050173_3051273,1.63029
chr1_3226560_3227660,2.344384
chr1_3369990_3371090,2.918364
chr1_3402810_3403910,2.8690729999999998
chr1_3477254_3478354,2.8690729999999998
chr1_3527959_3529059,2.550758
chr1_3540566_3541666,2.550758
chr1_3541207_3542307,2.550758
chr1_3568084_3569184,7.933571500000001
chr1_3569225_3570325,7.933571500000001
chr1_3585236_3586336,4.089533
chr1_817043_818143,4.053971
chr1_839214_840314,8.875681
chr1_845815_846915,20.568399
chr1_848551_849651,20.568399
chr1_856296_857396,20.568399
chr1_859260_860360,20.568399
chr1_866345_867445,20.568399
chr1_894589_895689,9.529751
chr1_894967_896067,9.529751
chr1_917397_918497,9.972180999999999
chr1_933331_934431,10.183063
chr1_935452_936552,10.183063
chr1_989413_990513,3.156103
chr1_994114_995214,7.9122639999999995
chr1_998568_999668,6.1428635
