name_E,H3k4me1_E
chr10_1100843_1101035,5.375597
chr10_2159978_2160127,5.233036
chr10_2256285_2256680,4.784318
chr10_3028046_3028193,5.941447
chr10_3133662_3133717,10.021014
chr10_3137708_3138098,10.021014
chr10_3441336_3441600,12.034149000000001
chr10_3497590_3497951,5.567492
chr10_3507725_3507898,6.333892
chr10_3509617_3509911,6.333892
chr10_3510310_3510716,6.333892
chr10_3511181_3511689,6.333892
chr10_3524547_3524820,6.793295
chr10_3528683_3528786,7.4783919999999995
chr10_3542742_3543014,9.088593
chr10_3568141_3568290,9.801266
chr10_3710838_3711066,8.136292666666668
chr10_3762746_3763172,6.88015
chr10_3782727_3783283,5.00571
chr10_3797195_3797502,11.182835
chr10_3800307_3800531,11.182835
chr10_3807382_3807563,10.119022
chr10_3845250_3845852,9.218549000000001
chr10_3845999_3846426,9.218549000000001
chr10_3846443_3847038,9.218549000000001
chr10_3848037_3849536,13.062454500000001
chr10_3850308_3850795,12.989576999999999
chr10_3852273_3852886,11.489944000000001
chr10_3853393_3854169,10.813005
chr10_3856317_3856712,9.218549000000001
chr10_3867491_3867713,7.535111
chr10_3870489_3871262,7.99383
chr10_3893365_3894190,6.35697
chr10_3900999_3901229,6.926981
chr10_3909715_3910075,4.128572
chr10_3917358_3918120,8.095623
chr10_3928866_3929216,5.5272505
chr10_3929991_3930887,5.5272505
chr10_3932191_3932411,5.5272505
chr10_3936015_3936390,4.3515805
chr10_3938329_3938538,4.3515805
chr10_3944367_3944901,4.7235175
chr10_3948614_3948936,3.714607
chr10_3984866_3985563,6.267379
chr10_3991165_3991394,3.706828
chr10_4172866_4173257,8.197641
chr10_4173688_4174411,8.197641
chr10_4289203_4289519,6.833260000000001
chr10_4358748_4358982,4.596467
chr10_4386754_4387085,5.965617
chr10_4396174_4396330,6.242165
chr10_4685784_4686138,3.10973
chr10_4705159_4705783,7.3253425
chr10_4711881_4712067,4.741211
chr10_4712833_4713220,4.741211
chr10_4728868_4729211,6.175962999999999
chr10_4813646_4813900,5.6365445
chr10_4855217_4855416,4.792633
chr10_4891874_4892173,5.193482
chr10_4989909_4990226,8.935842999999998
chr10_5113786_5114179,6.7840240000000005
chr10_5333644_5334212,7.472883
chr10_5334474_5334640,7.472883
chr10_5336164_5336286,7.472883
chr10_5339443_5339719,4.232037
chr10_5359534_5359986,7.107234
chr10_5576341_5576485,7.94924
chr10_5577499_5577735,7.94924
chr10_5587810_5588190,7.94924
chr10_5588881_5589169,7.94924
chr10_5590010_5590295,7.94924
chr10_5590959_5591270,7.94924
chr10_5593718_5593999,7.94924
chr10_5596279_5596669,7.94924
chr10_5607602_5608000,7.94924
chr10_5638863_5639270,7.94924
chr10_5888274_5888577,4.096267
chr10_830904_831008,7.148478
chr10_990446_990769,6.816445
chr1_100113534_100114036,5.5182199999999995
chr1_100512510_100512716,1.856322
chr1_1005293_1005547,6.480862
chr1_100820585_100820838,4.592352
chr1_10127211_10127315,7.076617999999999
chr1_1014834_1015095,9.80284
chr1_101486133_101486158,1.830473
chr1_101725356_101725679,5.596386
chr1_101774729_101775525,7.967116000000001
chr1_10269964_10270260,3.8607419999999997
chr1_10556105_10556527,10.103635
chr1_10557233_10557456,10.103635
chr1_10558276_10558621,10.103635
chr1_10695291_10695734,11.481978999999999
chr1_10700424_10700580,2.748575
chr1_10726049_10726261,4.075138
chr1_108478082_108478329,5.8135449999999995
chr1_108479405_108480123,5.8135449999999995
chr1_10853986_10854555,7.13543
chr1_108584121_108584359,4.5447
chr1_108584447_108584892,4.5447
chr1_108593971_108594173,4.410431
chr1_108595998_108596525,7.510316
chr1_108650339_108650754,3.781804
chr1_108741685_108742156,5.438437
chr1_109104473_109104583,5.710575
chr1_109133120_109133338,6.306845
chr1_109133637_109134097,6.306845
chr1_109189516_109189718,7.000042
chr1_109246671_109246905,6.2046019999999995
chr1_109262615_109262764,9.012097
chr1_10927237_10927380,1.731022
chr1_1093610_1093958,5.8247694999999995
chr1_10960432_10960567,11.417221000000001
chr1_109800134_109800539,10.180334
chr1_109841804_109842152,10.428371
chr1_109842394_109842833,10.428371
chr1_109913179_109913623,8.005828999999999
chr1_110160052_110160461,5.709558
chr1_110333273_110333688,8.825234
chr1_110334849_110335164,8.825234
chr1_110335775_110336041,8.825234
chr1_110336950_110337403,8.825234
chr1_110363861_110364229,8.495583
chr1_110364881_110365302,8.495583
chr1_110366477_110366702,8.495583
chr1_110420039_110420145,5.204181
chr1_110444415_110444738,7.161581
chr1_110447199_110447636,9.592687
chr1_110448900_110449220,5.762874
chr1_110454846_110455290,5.7430449999999995
chr1_110476602_110476703,9.434369
chr1_110672728_110673048,10.576300999999999
chr1_110879130_110879445,3.0337195
chr1_110976504_110976901,9.537557000000001
chr1_111177471_111177854,5.404458999999999
chr1_111735402_111735659,5.9104
chr1_111735691_111736003,5.9104
chr1_111757482_111757860,5.89144
chr1_111758440_111759106,5.89144
chr1_111764327_111764759,7.4296940000000005
chr1_112048437_112048734,1.822539
chr1_112050044_112050594,4.0958055
chr1_112058341_112058601,5.408654
chr1_112058803_112059167,5.408654
chr1_112135698_112135869,6.564748
chr1_112163412_112163797,4.5322379999999995
chr1_112163826_112164071,4.5322379999999995
