name_P,H3k9ac_P
chr1_1051641_1052741,5.3934169999999995
chr1_1141971_1143071,3.65381
chr1_1166629_1167729,21.632503
chr1_1167311_1168411,21.632503
chr1_1209165_1210265,15.300889000000002
chr1_1209603_1210703,15.300889000000002
chr1_1242947_1244047,13.259473999999999
chr1_1244889_1245989,13.259473999999999
chr1_1259136_1260236,14.149954999999999
chr1_1259971_1261071,14.149954999999999
chr1_1284630_1285730,10.274769000000001
chr1_1310775_1311875,15.038289
chr1_1333902_1335002,27.977584000000004
chr1_1334608_1335708,27.977584000000004
chr1_1341032_1342132,23.083244
chr1_1342593_1343693,23.083244
chr1_1343476_1344576,23.083244
chr1_1369241_1370341,6.591041000000001
chr1_1369853_1370953,6.591041000000001
chr1_1406143_1407243,11.1585045
chr1_1446531_1447631,35.181554999999996
chr1_1509355_1510455,32.201921
chr1_1510149_1511249,32.201921
chr1_1549795_1550895,15.903839999999999
chr1_1551075_1552175,15.903839999999999
chr1_1589786_1590886,26.852842
chr1_1590373_1591473,21.624157500000003
chr1_1624067_1625167,14.405082
chr1_1654951_1656051,15.972869
chr1_1655666_1656766,16.515245
chr1_1677331_1678431,20.927406
chr1_1711796_1712896,12.471332
chr1_1821910_1823010,7.245489
chr1_1822395_1823495,7.245489
chr1_1980909_1982009,12.246277000000001
chr1_1981409_1982509,10.900559000000001
chr1_2120237_2121337,9.885524499999999
chr1_2143913_2145013,10.167581
chr1_2144059_2145159,10.167581
chr1_2159134_2160234,14.960869
chr1_2322267_2323367,18.54931875
chr1_2323046_2324146,18.54931875
chr1_2345136_2346236,13.833454000000001
chr1_2457939_2459039,10.101369
chr1_2476904_2478004,22.253877
chr1_2486078_2487178,21.95641
chr1_2488370_2489470,21.95641
chr1_2516930_2518030,12.055978
chr1_3540566_3541666,12.758508
chr1_3541207_3542307,12.573244500000001
chr1_3568084_3569184,14.914303
chr1_3569225_3570325,14.914303
chr1_3585236_3586336,14.972885999999999
chr1_713150_714250,12.593103
chr1_713906_715006,12.593103
chr1_761988_763088,15.177693
chr1_762802_763902,15.177693
chr1_839214_840314,6.711823
chr1_894589_895689,7.6724755
chr1_894967_896067,7.6724755
chr1_900877_901977,9.604628
chr1_933331_934431,5.006124
chr1_935452_936552,5.006124
chr1_947803_948903,24.4237
chr1_948473_949573,24.4237
chr1_954503_955603,6.316619
chr1_994114_995214,5.92403
chr1_998568_999668,5.7259910000000005
