name_E,H3k9ac_E
chr10_1100843_1101035,20.725546
chr10_3137708_3138098,20.459669
chr10_3710838_3711066,6.425543
chr10_3807382_3807563,8.301718
chr10_3839963_3840160,12.705155
chr10_3845250_3845852,12.705155
chr10_3845999_3846426,12.705155
chr10_3846443_3847038,12.705155
chr10_3848037_3849536,12.705155
chr10_3850308_3850795,12.705155
chr10_3852273_3852886,12.705155
chr10_3853393_3854169,12.705155
chr10_3856317_3856712,12.705155
chr10_3867491_3867713,4.221343
chr10_3870489_3871262,12.08881
chr10_3878027_3878387,9.917924
chr10_3893365_3894190,8.13663
chr10_3928866_3929216,3.255219
chr10_3929991_3930887,3.255219
chr10_3932191_3932411,4.858247
chr10_3936015_3936390,8.709406
chr10_4705159_4705783,4.71554
chr10_4891874_4892173,11.232872
chr10_4989909_4990226,3.135114
chr10_5113786_5114179,12.981178
chr10_5333644_5334212,9.388852
chr10_5359534_5359986,4.157959
chr10_5587810_5588190,5.507239
chr10_5588881_5589169,5.507239
chr10_5590010_5590295,5.507239
chr10_5590959_5591270,5.507239
chr10_5888274_5888577,7.927575
chr1_100000188_100000393,3.575394
chr1_100113534_100114036,10.917062
chr1_1005293_1005547,6.708567
chr1_100820585_100820838,9.0435175
chr1_100827551_100827774,9.8303885
chr1_100828525_100828922,9.8303885
chr1_100905821_100906168,2.844947
chr1_10127211_10127315,6.745762
chr1_1014834_1015095,10.025632
chr1_101725356_101725679,3.255043
chr1_10269964_10270260,7.905648
chr1_103126263_103126396,6.731255
chr1_108741685_108742156,12.442002
chr1_109100040_109100237,4.6722195
chr1_109104473_109104583,6.8913355
chr1_109127044_109127234,2.677653
chr1_109262615_109262764,6.192831
chr1_1093610_1093958,17.527932
chr1_109515208_109515609,4.002055
chr1_109841804_109842152,8.072667
chr1_109913179_109913623,5.782774
chr1_109933790_109934137,10.247573
chr1_109938897_109939079,10.247573
chr1_109981518_109981703,3.881619
chr1_110160052_110160461,15.954663
chr1_110333273_110333688,4.624713
chr1_110334849_110335164,4.624713
chr1_110335775_110336041,4.624713
chr1_110336950_110337403,4.624713
chr1_110339466_110339959,8.917475
chr1_110363861_110364229,8.3591095
chr1_110364881_110365302,8.3591095
chr1_110366477_110366702,8.3591095
chr1_110406868_110407271,6.371807
chr1_110420039_110420145,3.031759
chr1_110429456_110429734,3.031759
chr1_110444415_110444738,3.031759
chr1_110447199_110447636,3.031759
chr1_110448900_110449220,3.031759
chr1_110451717_110451917,3.031759
chr1_110454846_110455290,6.886884500000001
chr1_110879130_110879445,9.783527
chr1_111417124_111417532,8.596103
chr1_111981832_111982198,5.255565
chr1_112013331_112014031,5.255565
chr1_112050044_112050594,14.06052
chr1_112135698_112135869,7.325347
chr1_112163412_112163797,9.1779975
chr1_112163826_112164071,9.1779975
chr1_1136075_1136463,8.893289
chr1_1136667_1137146,9.573669
