name_E,H3k27me3_E
chr10_1240958_1241356,1.858146
chr10_1281519_1281707,1.858146
chr10_1336083_1336245,1.858146
chr10_1541138_1541906,1.858146
chr10_2670956_2671206,1.819734
chr10_2675804_2676168,1.819734
chr10_2776852_2777185,5.479260999999999
chr10_2808219_2808418,1.688809
chr10_2808614_2808839,1.688809
chr10_2939911_2940338,2.453056
chr10_2949589_2949730,2.453056
chr10_2951238_2951396,2.453056
chr10_3028046_3028193,2.356999
chr10_3078434_3078646,2.356999
chr10_3216614_3216797,3.085289
chr10_3283578_3283803,3.085289
chr10_3284966_3285255,3.085289
chr10_3306877_3306999,3.085289
chr10_3441336_3441600,11.729652999999999
chr10_3507725_3507898,2.053229
chr10_3509617_3509911,2.053229
chr10_3510310_3510716,2.053229
chr10_3511181_3511689,2.053229
chr10_3524547_3524820,2.053229
chr10_3526849_3527147,2.053229
chr10_3528683_3528786,2.053229
chr10_3542742_3543014,2.053229
chr10_3568141_3568290,2.053229
chr10_3634689_3634961,2.137759
chr10_3690587_3690963,1.860019
chr10_3697757_3697968,1.860019
chr10_3734925_3735183,1.877397
chr10_3762746_3763172,3.244003
chr10_3797195_3797502,1.819845
chr10_3800307_3800531,1.819845
chr10_3850308_3850795,3.578994
chr10_4003377_4003614,2.429342
chr10_4034997_4035363,2.079407
chr10_4162773_4163003,1.579485
chr10_4163748_4164495,1.579485
chr10_4172866_4173257,1.579485
chr10_4173688_4174411,1.579485
chr10_4248027_4248358,5.225459
chr10_4248628_4248744,1.958536
chr10_431640_432008,8.2260545
chr10_4556552_4557090,3.601056
chr10_4685784_4686138,1.658221
chr10_4705159_4705783,1.658221
chr10_4813646_4813900,2.329327
chr10_500969_501047,2.794769
chr10_516106_516519,2.794769
chr10_556579_556951,2.794769
chr10_557102_557353,2.794769
chr10_564401_564761,2.794769
chr10_593455_593774,2.794769
chr10_652657_652929,2.794769
chr10_699938_700531,2.794769
chr10_830904_831008,2.439222
chr1_100996437_100996829,6.422278499999999
chr1_101000887_101001063,2.009887
chr1_101774729_101775525,2.049635
chr1_101776223_101776281,2.049635
chr1_10245595_10245867,1.930257
chr1_10261395_10261566,7.5020853333333335
chr1_10269964_10270260,1.930257
chr1_10695291_10695734,2.580377
chr1_10700424_10700580,2.580377
chr1_10726049_10726261,2.580377
chr1_10757179_10757344,2.580377
chr1_10766390_10766837,2.580377
chr1_10804844_10805001,2.580377
chr1_10813352_10813797,2.580377
chr1_10816030_10816223,2.580377
chr1_108479405_108480123,8.367369
chr1_10849807_10850141,2.580377
chr1_10853986_10854555,2.580377
chr1_108581319_108581798,2.01791
chr1_108584121_108584359,2.01791
chr1_108584447_108584892,2.01791
chr1_108593971_108594173,2.01791
chr1_108594435_108594579,2.01791
chr1_108595513_108595797,2.01791
chr1_108595998_108596525,5.1314150000000005
chr1_108600214_108600460,2.01791
chr1_108606399_108606634,2.01791
chr1_108617640_108617970,2.01791
chr1_108622242_108622251,2.01791
chr1_108643279_108643407,2.01791
chr1_108650339_108650754,2.01791
chr1_108661190_108661332,2.01791
chr1_109189516_109189718,2.023586
chr1_109246671_109246905,2.384525
chr1_109262615_109262764,2.384525
chr1_10927237_10927380,2.580377
chr1_10960432_10960567,2.580377
chr1_109841804_109842152,1.632362
chr1_109842394_109842833,1.632362
chr1_109981518_109981703,2.474493
chr1_11050864_11051128,2.580377
chr1_110626726_110627062,3.096089
chr1_110672728_110673048,3.096089
chr1_110694968_110695154,3.096089
chr1_110711375_110711549,3.096089
chr1_110963862_110964269,2.557199
chr1_110976504_110976901,2.557199
chr1_111053467_111053812,2.557199
chr1_111057770_111058076,2.557199
chr1_111162611_111162919,7.7564035
chr1_111163364_111163623,6.7970045
chr1_111170436_111170835,2.557199
chr1_111177471_111177854,2.557199
chr1_111178912_111179243,2.557199
chr1_111182665_111183078,2.557199
chr1_111189973_111190443,2.557199
chr1_111329904_111330079,1.539352
chr1_111735402_111735659,2.214372
chr1_111735691_111736003,2.214372
chr1_111757482_111757860,2.214372
chr1_111758440_111759106,6.7902450000000005
chr1_111764327_111764759,2.214372
chr1_111981832_111982198,2.213337
chr1_112048437_112048734,2.569427
chr1_112050044_112050594,2.569427
chr1_112058341_112058601,1.845056
chr1_112058803_112059167,1.845056
chr1_112078528_112078792,2.676426
chr1_112276731_112276883,2.631111
chr1_112286281_112286588,6.507168500000001
chr1_112291453_112291811,2.631111
chr1_112438367_112438956,2.274486
chr1_112901525_112901779,2.295863
chr1_112918897_112919196,2.295863
chr1_112942216_112942335,2.295863
chr1_113013577_113014004,2.295863
chr1_113014906_113015158,2.295863
chr1_113732794_113733063,1.803354
chr1_113734243_113734639,1.803354
chr1_11376903_11377179,2.946147
chr1_11415566_11415939,2.946147
chr1_114575620_114575801,1.937996
chr1_114656563_114656717,1.937996
chr1_114665635_114666029,1.937996
chr1_11559549_11559947,2.946147
chr1_115627657_115627928,2.048687
chr1_115629152_115629329,2.048687
chr1_115732772_115733197,5.7051485
chr1_115873164_115873576,1.926905
chr1_115968975_115969167,1.588895
chr1_116039640_116039989,1.535102
chr1_116088478_116088732,4.9031145
chr1_116291091_116291334,2.13033
chr1_116370977_116371565,4.2266115
chr1_116520279_116520650,7.578008
chr1_116878887_116879201,2.334054
chr1_116918925_116919548,7.082757
chr1_116920378_116921129,2.334054
chr1_116923407_116923493,2.334054
chr1_117030831_117031034,1.822907
chr1_117032033_117032296,1.822907
chr1_117493512_117493635,1.586065
chr1_117533270_117533527,1.586065
chr1_118198788_118199247,1.917141
chr1_118201472_118201699,1.917141
chr1_118203607_118204114,1.917141
chr1_118302292_118302520,2.015737
chr1_120052717_120053071,1.509559
chr1_120147764_120147961,1.606842
chr1_120255895_120256325,6.449733999999999
chr1_120275491_120275880,2.652223
chr1_120525502_120525838,2.166666
chr1_120530787_120531205,2.166666
chr1_12213128_12213883,7.394662
chr1_12781566_12781783,2.172823
chr1_13825180_13825414,2.188662
chr1_13917058_13917313,2.188662
chr1_13931629_13932064,2.188662
chr1_13949833_13950153,2.188662
chr1_14027926_14028325,2.188662
chr1_14029077_14029879,2.188662
chr1_14054762_14055166,2.188662
chr1_14154959_14155163,1.917882
chr1_142538903_142539547,10.441147
chr1_144533627_144534178,1.604899
chr1_144536201_144536370,1.604899
chr1_144986415_144987071,3.076592
chr1_144987154_144987391,3.076592
chr1_144988079_144988414,6.23332
chr1_145009158_145009716,3.076592
chr1_145012331_145013054,8.409062500000001
chr1_145023690_145024549,3.076592
chr1_145042783_145043227,3.076592
chr1_145054975_145055306,3.076592
chr1_145058996_145059322,3.076592
chr1_145064438_145064839,3.076592
chr1_145090155_145090603,3.076592
chr1_145092450_145092883,3.076592
chr1_145113904_145114998,3.076592
chr1_14656585_14656699,2.150395
chr1_147120817_147121145,1.877083
chr1_147284036_147284115,2.20219
chr1_14843752_14844090,1.912707
chr1_14926383_14926731,3.043299
chr1_15059594_15059681,3.043299
chr1_151485676_151485841,2.01985
chr1_151486181_151486300,2.01985
chr1_151809390_151809745,2.382851
chr1_151918898_151919222,6.67601
chr1_151945068_151945221,2.283318
chr1_151960875_151961433,2.283318
chr1_151961675_151962369,2.283318
chr1_151968368_151968560,2.283318
chr1_15240254_15240560,2.268935
chr1_153337774_153338142,2.121347
chr1_153358841_153359368,2.121347
chr1_153361312_153361704,2.121347
chr1_153366487_153366797,2.121347
chr1_15416988_15417263,2.749009
chr1_154391539_154392211,2.412876
chr1_154392646_154393050,2.412876
chr1_154397743_154397997,2.412876
chr1_154404273_154404562,2.412876
chr1_154405181_154405498,2.412876
chr1_154468503_154468634,2.38618
chr1_154699087_154699216,2.86565
chr1_154724205_154724584,2.86565
chr1_154731745_154732111,6.234554
chr1_15519488_15519688,2.749009
chr1_155620238_155620623,1.892369
chr1_15570270_15570435,2.749009
chr1_15572643_15572853,2.749009
chr1_15585400_15585822,2.749009
chr1_15585949_15586132,2.749009
chr1_15587144_15587415,2.749009
chr1_156118146_156118395,1.522664
chr1_15616896_15617243,2.749009
chr1_156426931_156427503,2.29457
chr1_15649550_15649749,2.749009
chr1_15664307_15664455,2.749009
chr1_15664580_15664866,2.749009
chr1_15666999_15667145,2.749009
chr1_157076072_157076782,2.582861
chr1_157082632_157083078,2.582861
chr1_157124774_157125221,2.415609
chr1_15738146_15738632,2.661598
chr1_15738661_15738986,2.661598
chr1_15742467_15743324,2.661598
chr1_157938818_157938961,1.342068
chr1_157964633_157965029,1.342068
chr1_157980631_157980890,1.342068
chr1_157989414_157989935,1.342068
chr1_158117571_158117948,1.342068
chr1_158146699_158147069,1.342068
chr1_158147244_158147839,1.342068
chr1_159054764_159054917,1.545266
chr1_159111772_159112137,10.750774
chr1_159158093_159158524,1.996119
chr1_159798443_159799254,2.101775
chr1_159819832_159820037,6.7390895
chr1_159851477_159851987,2.101775
chr1_159907968_159908165,2.164435
chr1_159910997_159911192,6.712671
chr1_159914077_159914586,2.164435
chr1_159961374_159961617,2.136106
chr1_160056214_160056779,2.136106
chr1_160072097_160072234,2.6594
chr1_160087563_160087915,2.6594
chr1_160674845_160675222,7.129222666666666
chr1_160677742_160679048,2.000071
chr1_160680775_160680900,2.000071
chr1_160682568_160682866,2.000071
chr1_160684087_160684458,2.000071
chr1_160696081_160696317,2.000071
chr1_160711095_160711588,2.225977
chr1_160712184_160712818,2.225977
chr1_160713171_160713322,2.225977
chr1_160714037_160714549,2.225977
chr1_160736716_160737349,1.943327
chr1_160737478_160737714,1.943327
chr1_160759511_160759977,4.341289
chr1_160790939_160791134,2.580723
chr1_160807359_160807588,2.088901
chr1_16087189_16087372,3.646704
chr1_160877833_160878093,1.971543
chr1_160881277_160881698,1.971543
chr1_161973588_161973892,2.725297
chr1_161991847_161991976,2.725297
chr1_161996651_161996978,2.725297
chr1_161998457_161998829,2.725297
chr1_162458137_162458480,1.84401
chr1_162659800_162660152,2.223378
chr1_162827762_162827953,1.868187
chr1_16401814_16401932,2.328198
chr1_164686304_164686686,1.487497
chr1_164717528_164717907,1.487497
chr1_164723371_164723492,1.487497
chr1_164734934_164735098,1.487497
chr1_164736884_164737252,1.487497
chr1_164750243_164750515,1.487497
chr1_165205285_165205518,4.345869
chr1_166954369_166954473,2.687862
chr1_166989020_166989359,2.687862
chr1_167397572_167397954,2.955787
chr1_167398939_167399085,2.955787
chr1_167416331_167416548,2.955787
chr1_167416859_167417570,2.955787
chr1_167419889_167420655,2.955787
chr1_167423404_167424221,9.093055666666666
chr1_167424728_167425462,2.955787
chr1_167425853_167426232,2.955787
chr1_167434195_167434584,2.955787
chr1_167438624_167439122,2.955787
chr1_167440766_167441089,2.955787
chr1_167442775_167443139,2.955787
chr1_167452876_167453237,2.955787
chr1_167453750_167454075,2.955787
chr1_167458424_167459120,2.955787
chr1_167461792_167462175,2.955787
chr1_167469090_167469185,2.955787
chr1_167469653_167470005,2.955787
chr1_167478725_167479215,7.296938000000001
chr1_167480005_167480498,2.955787
chr1_167485764_167486128,2.955787
chr1_167486210_167486705,2.955787
chr1_168446219_168446589,4.627648
chr1_168467604_168467716,2.452181
chr1_169071998_169072131,2.255864
chr1_169553917_169554291,1.629544
chr1_169860308_169860488,1.665031
chr1_169884881_169885211,1.665031
chr1_169886878_169886942,1.665031
chr1_17023723_17023998,5.695581
chr1_170633923_170634526,2.312207
chr1_170635008_170635144,2.312207
chr1_170636506_170636902,2.312207
chr1_170637621_170637732,2.312207
chr1_171407653_171408026,2.112209
chr1_172291507_172291926,8.408998
chr1_17231253_17231704,2.009682
chr1_172324588_172324814,1.895095
chr1_172327070_172327187,1.895095
chr1_172327558_172328156,1.895095
chr1_172369341_172369683,2.408013
chr1_17254357_17254559,2.009682
chr1_172630377_172630501,1.571042
chr1_172631926_172632270,3.1103015000000003
chr1_172666682_172666997,1.68352
chr1_172667452_172667583,1.68352
chr1_172673235_172673367,1.68352
chr1_172727569_172727695,2.007601
chr1_172852442_172852809,6.935831
chr1_172917653_172917863,1.949347
chr1_172920935_172921277,1.949347
chr1_173091914_173092434,1.793964
chr1_173092552_173092771,1.793964
chr1_173164805_173165199,1.767664
chr1_17387354_17387523,2.009682
chr1_17411505_17411663,2.009682
chr1_17417123_17417163,2.009682
chr1_17425016_17425355,2.009682
chr1_17454855_17455288,2.009682
chr1_174937322_174937525,1.886926
chr1_17494378_17494745,2.009682
chr1_17495208_17495390,2.009682
chr1_175094142_175094504,1.886926
chr1_175145439_175145838,1.886926
chr1_175158150_175158288,1.886926
chr1_175160901_175161109,1.886926
chr1_17518130_17518260,2.009682
chr1_17518941_17519138,2.009682
chr1_175310296_175310302,1.886926
chr1_17534687_17534794,2.009682
chr1_175548819_175548945,1.886926
chr1_175568488_175568642,1.886926
chr1_17578205_17578469,2.009682
chr1_176501841_176501939,1.572868
chr1_176750451_176750537,1.902711
chr1_17719874_17719991,2.009682
chr1_178509347_178509739,2.302889
chr1_178550500_178550885,1.820718
chr1_178575191_178575363,5.587309
chr1_17865185_17865523,6.6796115
chr1_178901109_178901308,2.627253
chr1_178903778_178903964,2.627253
chr1_17896198_17896624,2.009682
chr1_179555221_179555646,2.134013
chr1_17956441_17957463,2.009682
chr1_17962245_17962730,2.009682
chr1_179734817_179735116,2.805097
chr1_180200315_180200683,3.390769
chr1_18042899_18043112,2.009682
chr1_181065454_181065797,1.542122
chr1_181068595_181069000,1.542122
chr1_181074349_181074924,1.542122
chr1_181075648_181075933,1.542122
chr1_181104473_181105818,1.666472
chr1_181110732_181111003,1.666472
chr1_181122099_181122260,1.666472
chr1_181451162_181451821,3.214906
chr1_181454376_181454805,3.57572
chr1_18186786_18187057,2.009682
chr1_18200796_18200931,2.009682
chr1_182056560_182056703,2.309501
chr1_182101242_182101505,2.309501
chr1_182109513_182109689,2.309501
chr1_182113385_182113953,2.309501
chr1_182114686_182114888,2.309501
chr1_182115300_182115596,2.309501
chr1_182116340_182116866,2.309501
chr1_182118170_182119053,2.309501
chr1_182140043_182140424,2.237973
chr1_182143008_182143387,2.237973
chr1_182163095_182163338,5.7119445
chr1_182363463_182363693,1.845396
chr1_182538682_182538808,1.845396
chr1_182643740_182644063,1.845396
chr1_182764012_182764230,1.845396
chr1_182998797_182999044,1.845396
chr1_183129116_183129507,1.845396
chr1_183132366_183132749,1.845396
chr1_183133608_183133779,1.845396
chr1_183149947_183150219,1.845396
chr1_183161027_183161375,1.845396
chr1_183171353_183171815,1.845396
chr1_183191719_183192016,1.845396
chr1_183239968_183240242,1.845396
chr1_183241451_183241867,1.845396
chr1_183248987_183249454,1.845396
chr1_183256519_183256577,1.845396
chr1_183333168_183333467,1.845396
chr1_183526698_183527308,1.845396
chr1_183549376_183549721,1.845396
chr1_183552584_183552988,1.845396
chr1_183557915_183558504,1.845396
chr1_183562649_183562759,1.845396
chr1_183569908_183570014,1.845396
chr1_183573035_183573933,1.845396
chr1_183574112_183574386,1.845396
chr1_183576409_183576668,1.845396
chr1_183577563_183577895,1.845396
chr1_183578502_183578873,1.845396
chr1_183579279_183579568,1.845396
chr1_183762956_183763089,1.845396
chr1_183776671_183777014,1.845396
chr1_183811794_183811833,1.845396
chr1_183836661_183836955,1.845396
chr1_183846576_183846867,6.5657555
chr1_183855028_183855346,1.845396
chr1_183861530_183861762,1.845396
chr1_183865521_183866190,1.845396
chr1_183877295_183877615,1.845396
chr1_183880519_183880826,1.845396
chr1_183926817_183926936,1.845396
chr1_183936673_183936825,1.845396
chr1_184123506_184123811,2.443709
chr1_184357629_184357933,1.93837
chr1_184475712_184475981,1.894003
chr1_18503183_18503293,2.009682
chr1_185344563_185345243,1.921006
chr1_185346055_185346679,1.921006
chr1_185374355_185374736,2.097551
chr1_185389788_185390210,2.097551
chr1_185409237_185409536,2.097551
chr1_185453251_185453699,2.097551
chr1_185536131_185536449,1.755386
chr1_185537736_185537864,1.755386
chr1_185540108_185540292,1.755386
chr1_186191123_186191306,1.657615
chr1_19248887_19249092,2.009682
chr1_19253034_19253391,2.009682
chr1_19274997_19275345,2.009682
chr1_19276270_19276542,2.009682
chr1_19277155_19277462,2.009682
chr1_19278388_19278892,2.009682
chr1_19280139_19280583,2.009682
chr1_192835441_192835683,1.631159
chr1_192846727_192846972,1.631159
chr1_192848433_192848817,1.631159
chr1_192873637_192874003,8.167387999999999
chr1_192914637_192914772,1.821965
chr1_192921207_192921501,1.821965
chr1_19324821_19325090,2.009682
chr1_19336477_19336714,2.009682
chr1_19360402_19360809,2.009682
chr1_1952050_1952360,3.351421
chr1_197238259_197238430,3.375847
chr1_19778785_19779174,2.068329
chr1_1978731_1978937,3.351421
chr1_19794978_19795283,2.068329
chr1_19803336_19803680,2.068329
chr1_19803913_19804113,2.068329
chr1_19804974_19805167,2.068329
