name_P,H3k4me1_P
chr1_1009587_1010687,2.6048795
chr1_1051641_1052741,6.1255625
chr1_1071397_1072497,7.546075
chr1_1103385_1104485,3.9858160000000002
chr1_1103737_1104837,3.9858160000000002
chr1_1108264_1109364,3.9858160000000002
chr1_1141971_1143071,5.55154
chr1_1149418_1150518,7.008328
chr1_1166629_1167729,4.2268349999999995
chr1_1167311_1168411,5.624228
chr1_1186614_1187714,10.8769445
chr1_1209165_1210265,8.522057
chr1_1209603_1210703,8.522057
chr1_1242947_1244047,6.746991
chr1_1244889_1245989,5.9756339999999994
chr1_1259136_1260236,5.7865985
chr1_1259971_1261071,3.805944
chr1_1265694_1266794,3.533339
chr1_1310775_1311875,5.940668
chr1_1333902_1335002,2.642435
chr1_1334608_1335708,2.642435
chr1_1341032_1342132,2.642435
chr1_1342593_1343693,2.642435
chr1_1343476_1344576,2.642435
chr1_1354625_1355725,2.642435
chr1_1357049_1358149,2.642435
chr1_1360508_1361608,2.642435
chr1_1369241_1370341,2.642435
chr1_1369853_1370953,2.642435
chr1_1406143_1407243,6.252301999999999
chr1_1446531_1447631,4.642162
chr1_1510149_1511249,7.851864
chr1_1535376_1536476,6.708487
chr1_1549795_1550895,6.2273
chr1_1551075_1552175,6.015089
chr1_1602429_1603529,2.95365
chr1_1603714_1604814,2.95365
chr1_1669027_1670127,5.899414
chr1_1711796_1712896,12.365008
chr1_1821910_1823010,3.557315
chr1_1822395_1823495,5.374444
chr1_1845266_1846366,3.557315
chr1_1850612_1851712,5.7131615
chr1_1980909_1982009,9.079858999999999
chr1_2115728_2116828,1.8931310000000001
chr1_2120237_2121337,1.8931310000000001
chr1_2142962_2144062,1.8931310000000001
chr1_2143913_2145013,1.8931310000000001
chr1_2144059_2145159,1.8931310000000001
chr1_2145520_2146620,1.8931310000000001
chr1_2159134_2160234,5.629706
chr1_2284159_2285259,3.615669
chr1_2309699_2310799,5.765091
chr1_2322267_2323367,5.3642009999999996
chr1_2323046_2324146,5.3642009999999996
chr1_2345136_2346236,6.279707
chr1_2425818_2426918,4.705598
chr1_2457939_2459039,6.699823
chr1_2476904_2478004,3.5616980000000003
chr1_2486078_2487178,3.5616980000000003
chr1_2488370_2489470,3.5616980000000003
chr1_2511999_2513099,6.8054619999999995
chr1_2516930_2518030,6.8054619999999995
chr1_3540566_3541666,4.62626
chr1_3541207_3542307,5.4006735
chr1_3568084_3569184,6.0167839999999995
chr1_3569225_3570325,6.0167839999999995
chr1_3585236_3586336,6.0167839999999995
chr1_856296_857396,2.7690349999999997
chr1_859260_860360,3.46539
chr1_894589_895689,3.215811
chr1_894967_896067,3.215811
chr1_900877_901977,5.328728
chr1_917397_918497,2.684602
chr1_933331_934431,2.684602
chr1_935452_936552,4.706364
chr1_943509_944609,2.684602
chr1_947803_948903,4.2487569999999995
chr1_948473_949573,4.677558666666667
chr1_954503_955603,4.244077
chr1_989413_990513,2.6048795
chr1_994114_995214,2.6048795
chr1_998568_999668,4.5345336666666665
