name_E,Smc3_E
chr10_1100843_1101035,2.99481623473503
chr10_2951238_2951396,5.73607223341392
chr10_3133662_3133717,3.4957582194672
chr10_3509617_3509911,10.5381775914803
chr10_3510310_3510716,13.4008255584046
chr10_3511181_3511689,9.2849885877513
chr10_3524547_3524820,12.6517452784676
chr10_3526849_3527147,8.37600580404801
chr10_3528683_3528786,4.53311672166641
chr10_3568141_3568290,7.08683612867759
chr10_3634689_3634961,4.6991282162374
chr10_3710838_3711066,4.5297627874893
chr10_3762746_3763172,4.31868481072276
chr10_3782727_3783283,7.61944979342026
chr10_3797195_3797502,13.2536196937822
chr10_3845999_3846426,3.85420569531186
chr10_3848037_3849536,8.939998478256575
chr10_3852273_3852886,15.1334343725355
chr10_3853393_3854169,12.0052199603206
chr10_3867491_3867713,6.90459079257746
chr10_3870489_3871262,12.8784434229177
chr10_3893365_3894190,6.10586376273222
chr10_3899382_3899877,3.88918645928694
chr10_3909715_3910075,4.15814857627686
chr10_3911352_3911510,3.66109166608006
chr10_3928866_3929216,9.4108518411906
chr10_3929991_3930887,24.1101715811377
chr10_3932191_3932411,6.49648005093291
chr10_3944367_3944901,3.73871963789324
chr10_3948614_3948936,21.1752267780982
chr10_3984866_3985563,6.94861216278371
chr10_3991165_3991394,3.37767752802972
chr10_4173688_4174411,10.4846736386065
chr10_4289203_4289519,16.3973843951305
chr10_4358748_4358982,10.9180200225972
chr10_4386754_4387085,26.9316724394009
chr10_4396174_4396330,3.17511041402708
chr10_4414900_4415114,11.9703236185614
chr10_4556552_4557090,3.34660404058308
chr10_4705159_4705783,11.0541662122555
chr10_4728868_4729211,10.4400326904281
chr10_4813646_4813900,4.38540133600096
chr10_4891874_4892173,187.160516647527
chr10_4989909_4990226,4.97028982847125
chr10_500969_501047,3.51389934830947
chr10_5333644_5334212,5.40199404172579
chr10_5336164_5336286,7.99125861774735
chr10_557102_557353,114.817880372591
chr10_5577499_5577735,7.56409281816721
chr10_5587810_5588190,9.43129364915007
chr10_5593718_5593999,7.60916562272864
chr10_5607602_5608000,5.07436401116454
chr10_5638863_5639270,3.55570341248287
chr10_830904_831008,14.5691333416804
chr1_100918231_100918546,5.02944825941463
chr1_101202267_101202571,9.6200563440156
chr1_10127211_10127315,9.62148580962543
chr1_101392986_101393260,4.34441055515601
chr1_1014834_1015095,7.09211525894507
chr1_101774729_101775525,40.50440361996091
chr1_101776223_101776281,3.34845757607667
chr1_10269964_10270260,7.86136496019131
chr1_10496880_10497075,3.22983988850558
chr1_10558276_10558621,7.19241100981712
chr1_10757179_10757344,3.88668230375799
chr1_108593971_108594173,4.16916281387128
chr1_108650339_108650754,8.40890016167468
chr1_109127044_109127234,3.01838713808487
chr1_109133637_109134097,6.6070245646306
chr1_109262615_109262764,3.00927805418127
chr1_10927237_10927380,70.3694623652478
chr1_109841804_109842152,3.30055328976029
chr1_109842394_109842833,3.99840685763362
chr1_109913179_109913623,7.67185264601384
chr1_109938897_109939079,6.2925269072859
chr1_109981518_109981703,5.48311371418168
chr1_110160052_110160461,8.59322510748565
chr1_110334849_110335164,48.9310836390028
chr1_110335775_110336041,3.17132022465186
chr1_110363861_110364229,8.79424682360119
chr1_110420039_110420145,37.0456714212779
chr1_110476602_110476703,6.99275738060344
chr1_110672728_110673048,3.85701090854886
chr1_110976504_110976901,8.55367333974795
chr1_111178912_111179243,5.73607223341392
chr1_111182665_111183078,3.82119559493273
chr1_111764327_111764759,4.49333723771202
chr1_112058803_112059167,9.34929030955551
chr1_112135698_112135869,8.00651598066583
chr1_112163412_112163797,5.88756795282604
chr1_112163826_112164071,8.72605846213902
chr1_112276731_112276883,3.85740710492612
chr1_112901525_112901779,33.4943158773636
chr1_113086746_113087141,5.27504444627667
chr1_1136667_1137146,9.22253654955108
chr1_113675675_113676049,3.82119559493273
chr1_11376903_11377179,4.69865892563426
chr1_115722074_115722498,6.919080075345475
chr1_115732772_115733197,12.2988155535325
chr1_115873164_115873576,3.8505728760534548
chr1_115968975_115969167,9.28199837629916
chr1_116088478_116088732,7.9605196322113
chr1_116221756_116221883,5.52342542730434
chr1_116920378_116921129,4.68211378694034
chr1_116923407_116923493,4.12680288978336
chr1_117040346_117040781,4.00852366299224
chr1_117047053_117047428,3.08387424638917
chr1_117305811_117306472,3.06462522294811
chr1_117363043_117363386,6.60091084322412
chr1_117424835_117425013,7.87106883467295
chr1_118176414_118176771,4.44493994954709
chr1_118197868_118198044,3.26235407911195
chr1_118302292_118302520,4.04875580305497
chr1_118678137_118678411,4.42597130852441
chr1_11968510_11969143,9.0497079864281
chr1_12112067_12112502,6.70637899960001
chr1_12124472_12125118,4.3019736031339
chr1_12127865_12128182,6.32825813950863
chr1_12213128_12213883,7.44645828705385
chr1_12221931_12222397,3.15053880691018
chr1_12227833_12229578,4.4948015065805
chr1_12233600_12234159,6.58753765386141
chr1_12235070_12235463,2.98285961631906
chr1_12237719_12238747,3.43893676005915
chr1_12238984_12239461,5.5932773779363
chr1_12243852_12244671,48.240693552554
chr1_12579035_12579403,8.16578757021956
chr1_12599928_12600179,20.6981863309372
chr1_12600525_12600853,3.454797208790755
chr1_12609717_12610039,10.1750416318418
chr1_12616547_12616769,10.2566814657811
chr1_1295535_1296332,3.3794042533327
chr1_13949833_13950153,4.0905897891649
chr1_14027926_14028325,3.36350615517179
chr1_14054762_14055166,5.97658083009769
