name_E,H3k9ac_E
chr10_3133662_3133717,2.89557
chr10_3509617_3509911,4.20073
chr10_3510310_3510716,4.20073
chr10_3511181_3511689,4.20073
chr10_3524547_3524820,2.84571
chr10_3526849_3527147,3.12842
chr10_3542742_3543014,5.87469
chr10_3568141_3568290,3.94852
chr10_3710838_3711066,3.88582
chr10_3852273_3852886,4.29908
chr10_3853393_3854169,3.5631
chr10_3870489_3871262,4.32659
chr10_3878027_3878387,5.10153
chr10_3893365_3894190,3.02551
chr10_3928866_3929216,3.55076
chr10_3929991_3930887,3.55076
chr10_3948614_3948936,3.80283
chr10_3984866_3985563,5.64519
chr10_4162773_4163003,4.21774
chr10_4163748_4164495,4.21774
chr10_4173688_4174411,6.80838
chr10_4289203_4289519,5.2003
chr10_4358748_4358982,4.11247
chr10_4386754_4387085,4.81973
chr10_4705159_4705783,4.80551
chr10_4813646_4813900,4.87842
chr10_4855217_4855416,3.15493
chr10_4891874_4892173,3.63177
chr10_4989909_4990226,4.25657
chr10_500969_501047,2.96751
chr10_5113786_5114179,5.66298
chr10_556579_556951,4.14557
chr10_557102_557353,4.14557
chr10_5587810_5588190,2.90697
chr10_5590010_5590295,2.82334
chr10_5590959_5591270,2.82334
chr10_593455_593774,3.4488
chr10_830904_831008,5.27206
chr1_100169951_100170218,3.99333
chr1_1005293_1005547,3.64873
chr1_101313094_101313246,4.95017
chr1_1014834_1015095,4.24797
chr1_101774729_101775525,3.3069
chr1_10269964_10270260,4.06867
chr1_103572619_103572906,4.02171
chr1_108741685_108742156,4.29079
chr1_109133120_109133338,4.4136
chr1_109189516_109189718,4.22198
chr1_10927237_10927380,4.69939
chr1_1093610_1093958,5.25592
chr1_109841804_109842152,3.64388
chr1_109842394_109842833,3.64388
chr1_110334849_110335164,3.92033
chr1_110363861_110364229,3.66994
chr1_110406868_110407271,5.16851
chr1_110420039_110420145,4.98201
chr1_110454846_110455290,3.54797
chr1_110476602_110476703,3.14139
chr1_110626726_110627062,3.24338
chr1_111177471_111177854,3.36514
chr1_111735691_111736003,2.53812
chr1_112050044_112050594,5.00554
chr1_112058341_112058601,3.52481
chr1_112058803_112059167,3.52481
chr1_112135698_112135869,3.64523
chr1_112163412_112163797,5.41776
chr1_113086746_113087141,3.73891
chr1_113584893_113585079,4.28869
chr1_1136667_1137146,4.75706
chr1_113683682_113683919,3.43835
chr1_1143531_1144198,5.73671
chr1_115052481_115052766,4.18873
chr1_115722074_115722498,3.36413
chr1_115873164_115873576,3.11121
chr1_115968975_115969167,3.18134
chr1_116088478_116088732,4.18265
