name_E,Ctcf_E
chr10_3133662_3133717,1.636436
chr10_3137708_3138098,1.636436
chr10_3509617_3509911,18.131261
chr10_3710838_3711066,5.419976999999999
chr10_3845250_3845852,5.832391
chr10_3845999_3846426,5.832391
chr10_3852273_3852886,3.535797
chr10_3878027_3878387,1.6629639999999999
chr10_3984866_3985563,8.817307000000001
chr10_4813646_4813900,11.64073
chr10_4891874_4892173,115.735616
chr10_5336164_5336286,19.140789
chr10_556579_556951,51.280489
chr10_557102_557353,51.280489
chr10_5587810_5588190,1.7227540000000001
chr10_5588881_5589169,1.7227540000000001
chr10_5590010_5590295,1.7227540000000001
chr10_5590959_5591270,1.7227540000000001
chr10_5593718_5593999,1.7227540000000001
chr10_5596279_5596669,1.7227540000000001
chr10_5607602_5608000,1.7227540000000001
chr1_100113534_100114036,19.117451000000003
chr1_101774729_101775525,32.072155
chr1_10269964_10270260,27.842465
chr1_10556105_10556527,25.27802
chr1_10813352_10813797,3.9900949999999997
chr1_108741685_108742156,4.472649
chr1_109104473_109104583,17.080878
chr1_10927237_10927380,17.232685999999998
chr1_109933790_109934137,1.9561509999999998
chr1_109938897_109939079,1.9561509999999998
chr1_110333273_110333688,11.69707
chr1_110334849_110335164,11.69707
chr1_110335775_110336041,11.69707
chr1_110366477_110366702,3.131585
chr1_110420039_110420145,12.531894
chr1_110448900_110449220,3.5562300000000002
chr1_110451717_110451917,3.5562300000000002
chr1_110454846_110455290,3.5562300000000002
chr1_110476602_110476703,3.5562300000000002
chr1_110672728_110673048,10.721033
chr1_110976504_110976901,14.735242000000001
chr1_111162611_111162919,58.591308999999995
chr1_112050044_112050594,39.226969
chr1_112058341_112058601,22.283182
chr1_112058803_112059167,22.283182
chr1_112901525_112901779,23.591271
chr1_113584893_113585079,39.323248
chr1_113683682_113683919,46.275185
chr1_11415566_11415939,1.8139669999999999
chr1_114575620_114575801,18.118179
chr1_11559549_11559947,2.181759
chr1_116088478_116088732,16.595156
chr1_117111804_117112156,11.971844
chr1_117112460_117112738,11.971844
chr1_117305811_117306472,22.09773
chr1_117421623_117422020,7.259172
chr1_117424835_117425013,30.578706
chr1_11753086_11753651,2.181759
chr1_11761755_11762049,2.181759
chr1_118153815_118153988,1.7129560000000001
chr1_11942925_11943217,3.121276
chr1_11968510_11969143,13.7217875
chr1_11990003_11990329,2.181759
chr1_12046023_12046196,2.181759
chr1_12050736_12051137,2.181759
chr1_12112067_12112502,3.0444285000000004
chr1_12124472_12125118,3.3401179999999995
chr1_12127865_12128182,2.181759
chr1_12193120_12193399,2.181759
chr1_12210430_12211346,2.181759
chr1_12213128_12213883,2.181759
chr1_12221931_12222397,2.181759
chr1_12225396_12225718,2.181759
chr1_12227833_12229578,4.8988185
chr1_12231693_12231881,2.181759
chr1_12232096_12232448,2.181759
chr1_12233600_12234159,2.181759
chr1_12235070_12235463,2.181759
chr1_12236326_12236421,2.181759
chr1_12237719_12238747,2.181759
chr1_12238984_12239461,2.181759
chr1_12240401_12240902,2.181759
chr1_12243852_12244671,5.6171115
chr1_12245348_12245387,2.181759
chr1_12406013_12406127,2.181759
chr1_12493313_12493712,7.232054
chr1_12493910_12494304,2.181759
chr1_12508783_12509005,2.181759
chr1_12509354_12509466,2.181759
chr1_12533412_12533678,2.181759
chr1_12546528_12546819,2.181759
chr1_12579035_12579403,2.181759
chr1_12599928_12600179,2.181759
chr1_12600525_12600853,2.181759
chr1_12609717_12610039,6.87206
chr1_12616547_12616769,2.181759
chr1_12675687_12675874,4.329516333333333
chr1_12681925_12682190,4.329516333333333
chr1_12781566_12781783,2.181759
chr1_14154959_14155163,34.727359
chr1_142538903_142539547,7.234626
chr1_144533627_144534178,17.5983845
chr1_144536201_144536370,9.291286
chr1_144871122_144871347,1.781091
chr1_144908312_144908601,3.680338
chr1_144908806_144909147,3.680338
chr1_144927217_144927550,3.680338
chr1_144986415_144987071,3.866632
chr1_144987154_144987391,3.866632
chr1_144988079_144988414,3.866632
chr1_145009158_145009716,3.866632
chr1_145012331_145013054,3.866632
chr1_145023690_145024549,3.866632
chr1_145042783_145043227,3.866632
chr1_145054975_145055306,3.866632
chr1_145058996_145059322,3.866632
chr1_145064438_145064839,3.866632
chr1_145090155_145090603,3.866632
chr1_145092450_145092883,3.866632
chr1_145113904_145114998,3.866632
chr1_145437595_145437817,3.314711
chr1_145455122_145455741,20.590076
chr1_147806841_147807184,9.291286
chr1_150135231_150135764,4.416558
chr1_150592182_150592667,15.339532
chr1_150949569_150950014,8.763395
chr1_151284018_151284391,4.634
chr1_151809390_151809745,33.476937
chr1_152006910_152007460,11.290711
chr1_152007615_152008057,11.290711
chr1_153337774_153338142,6.7406
chr1_153366487_153366797,12.007896
chr1_153504746_153504953,20.639179000000002
chr1_153541018_153541368,35.731095
chr1_154299137_154299452,29.454087
chr1_154579303_154579782,3.190623
chr1_154910155_154910399,12.82255
chr1_154972628_154972915,5.148502
chr1_154973036_154973200,6.9117025000000005
chr1_154973335_154973935,7.498316333333334
chr1_154977099_154977253,5.148502
chr1_154978035_154978657,5.148502
chr1_154979104_154979305,5.148502
chr1_155916072_155916212,3.0144919999999997
chr1_156066868_156067143,31.62148
chr1_156251648_156251762,9.236582
chr1_156426931_156427503,7.199841999999999
chr1_156468556_156468776,3.596688
chr1_156472693_156472952,3.596688
chr1_156473111_156473378,3.596688
chr1_156474686_156475018,3.596688
chr1_15649550_15649749,39.438069
chr1_156541089_156541488,4.423363
chr1_156586355_156586564,9.387202
chr1_156629760_156630406,37.496055
chr1_156663993_156664153,10.043080999999999
chr1_156676478_156676824,34.604599
chr1_156719450_156719815,3.7516999999999996
chr1_157106691_157107326,4.060389
chr1_157124774_157125221,5.7942290000000005
chr1_157248443_157248858,4.423363
chr1_157249264_157249609,4.423363
chr1_15738146_15738632,3.5589839999999997
chr1_15738661_15738986,3.5589839999999997
chr1_15742467_15743324,3.5589839999999997
chr1_158942717_158942925,14.002013
chr1_159798443_159799254,15.996820999999999
chr1_159892447_159892988,2.009014
chr1_160510042_160510238,10.975261999999999
chr1_160696081_160696317,31.792634000000003
chr1_160714037_160714549,3.368931
chr1_160807359_160807588,12.116916999999999
chr1_160989381_160990254,10.713467
chr1_161155098_161155533,4.575031
chr1_161352257_161352597,10.71066
chr1_161500608_161500899,10.630939999999999
chr1_16276028_16276482,3.4234709999999997
chr1_16277350_16278224,8.851604
chr1_16401814_16401932,7.328614
chr1_16442572_16442804,1.9550169999999998
chr1_16478939_16479163,1.9550169999999998
chr1_16479299_16479465,1.9550169999999998
chr1_16553276_16553594,3.390454
chr1_165797615_165798367,5.767246
chr1_167416859_167417570,9.630030999999999
chr1_167478725_167479215,3.889686
chr1_167480005_167480498,3.889686
chr1_167485764_167486128,3.889686
chr1_167486210_167486705,3.889686
chr1_167518258_167518508,4.411074
chr1_167520671_167521013,4.411074
chr1_167586596_167587245,4.077102
chr1_167602083_167602470,1.578167
chr1_167635730_167635903,2.553129
chr1_167649050_167649342,2.553129
chr1_167650955_167651264,2.553129
chr1_167683554_167683813,20.688802
chr1_167766380_167766616,5.162686000000001
chr1_168050664_168051125,25.34267
chr1_168149052_168149361,13.221407999999998
chr1_17027024_17027386,16.937895
chr1_17231253_17231704,5.386740499999999
chr1_17254357_17254559,1.973811
chr1_173398914_173399297,40.867609
chr1_175094142_175094504,34.079865999999996
chr1_175160901_175161109,4.41381
chr1_177150553_177151051,30.562476
chr1_178252303_178252477,9.798978
chr1_179555221_179555646,13.678923999999999
chr1_17956441_17957463,24.328498
chr1_179734817_179735116,9.647508
chr1_181056649_181057124,6.048844333333334
chr1_181060502_181060611,2.484623
chr1_181065454_181065797,2.484623
chr1_181068595_181069000,2.484623
chr1_181074349_181074924,7.361933499999999
chr1_181075648_181075933,2.484623
chr1_181104473_181105818,10.818894
chr1_181110732_181111003,22.381939000000003
chr1_181122099_181122260,30.200894
chr1_181998739_181999134,7.0299225000000005
chr1_183549376_183549721,16.545556
chr1_183578502_183578873,23.237402
chr1_184005350_184005919,4.948169
chr1_1840449_1840835,16.971951
chr1_185253692_185254037,6.918056
chr1_19248887_19249092,7.560865
chr1_19253034_19253391,7.560865
chr1_19274997_19275345,1.531966
chr1_19276270_19276542,1.531966
chr1_19277155_19277462,1.531966
chr1_192776947_192777226,9.384511
chr1_19278388_19278892,1.531966
chr1_19280139_19280583,1.531966
chr1_192848433_192848817,6.331856
chr1_1978731_1978937,14.558497000000001
chr1_19794978_19795283,5.001873
chr1_19803336_19803680,1.933805
chr1_19803913_19804113,1.933805
chr1_19804974_19805167,1.933805
chr1_198124316_198124670,13.003647
chr1_198128112_198128944,13.003647
