name_E,H3k27me3_E
chr1_1136667_1137146,2.27153
chr1_1143531_1144198,2.27153
chr1_1952050_1952360,4.7148319999999995
chr1_2246556_2246763,2.138504
chr1_2253622_2253773,4.2990315
chr1_2254081_2254230,4.300585
chr1_2989176_2989511,5.080329
chr1_3309990_3310261,3.3601019999999995
chr1_3420761_3421065,2.4844459999999997
chr1_3421438_3421558,2.4844459999999997
chr1_3459907_3460197,2.4844459999999997
chr1_3463934_3464260,2.4844459999999997
chr1_6088225_6088518,1.793077
chr1_6221566_6221669,2.987409
chr1_6230950_6231173,2.987409
chr1_7531062_7531540,2.074594
chr1_7538871_7539273,2.074594
chr1_7551468_7551846,2.074594
chr1_858256_858648,7.485780999999999
chr1_918449_918555,6.125916
chr1_941791_942135,2.993231
