name_P,H3k27me3_P
chr1_1051641_1052741,2.924213
chr1_1101484_1102584,1.8358419999999998
chr1_1102243_1103343,1.8358419999999998
chr1_1103385_1104485,1.8358419999999998
chr1_1103737_1104837,1.8358419999999998
chr1_1108264_1109364,1.8358419999999998
chr1_1114835_1115935,1.8358419999999998
chr1_1141971_1143071,2.620082
chr1_1182002_1183102,7.2760739999999995
chr1_1369241_1370341,3.8089190000000004
chr1_1369853_1370953,3.8089190000000004
chr1_1475733_1476833,4.949749499999999
chr1_1514136_1515236,5.291617
chr1_1535376_1536476,7.476267
chr1_1566474_1567574,2.539788
chr1_1935176_1936276,3.349469
chr1_1946869_1947969,3.2145490000000003
chr1_1949780_1950880,2.4578759999999997
chr1_1980909_1982009,1.7904759999999997
chr1_1981409_1982509,1.7904759999999997
chr1_2457939_2459039,1.589548
chr1_2461584_2462684,1.589548
chr1_2476904_2478004,1.589548
chr1_2563007_2564107,1.775621
chr1_2564381_2565481,1.775621
chr1_3369990_3371090,3.4604
chr1_3527959_3529059,1.6512639999999998
chr1_3540566_3541666,1.6512639999999998
chr1_3541207_3542307,1.6512639999999998
chr1_817043_818143,2.63386
chr1_845815_846915,2.525076
chr1_848551_849651,2.525076
chr1_856296_857396,3.625829
chr1_859260_860360,3.625829
chr1_866345_867445,5.053748000000001
chr1_933331_934431,3.564027
chr1_935452_936552,4.079191000000001
chr1_954503_955603,7.370049000000001
chr1_994114_995214,3.015803
