name_P,H3k36me3_P
chr1_1051641_1052741,1.8779689999999998
chr1_1101484_1102584,4.8467795
chr1_1102243_1103343,4.094208
chr1_1103385_1104485,4.094208
chr1_1103737_1104837,4.094208
chr1_1242947_1244047,2.862447
chr1_1244889_1245989,2.862447
chr1_1253969_1255069,2.862447
chr1_1259136_1260236,2.862447
chr1_1259971_1261071,2.862447
chr1_1265694_1266794,2.862447
chr1_1284630_1285730,2.862447
chr1_1333902_1335002,6.418504
chr1_1334608_1335708,7.2640970000000005
chr1_1341032_1342132,15.86113
chr1_1343476_1344576,14.750407000000001
chr1_1446531_1447631,2.91488
chr1_1475733_1476833,2.91488
chr1_1499804_1500904,2.91488
chr1_1509355_1510455,2.91488
chr1_1510149_1511249,2.91488
chr1_1514136_1515236,2.91488
chr1_1602429_1603529,3.791771
chr1_1603714_1604814,3.791771
chr1_1980909_1982009,2.3540509999999997
chr1_1981409_1982509,2.3540509999999997
chr1_2076618_2077718,2.577835
chr1_2115728_2116828,2.577835
chr1_2120237_2121337,2.577835
chr1_2159134_2160234,2.424852
chr1_2323046_2324146,6.134133
chr1_2356419_2357519,3.539962
chr1_2424597_2425697,3.539962
chr1_2425818_2426918,3.539962
chr1_2457939_2459039,3.539962
chr1_2461584_2462684,3.539962
chr1_3540566_3541666,2.530919
chr1_3541207_3542307,2.530919
chr1_3568084_3569184,2.530919
chr1_3569225_3570325,2.530919
chr1_894589_895689,3.239154
chr1_894967_896067,3.239154
chr1_900877_901977,3.239154
chr1_989413_990513,5.751857
