name_P,H3k4me3_P
chr1_1051641_1052741,7.160075999999999
chr1_1166629_1167729,38.016252
chr1_1167311_1168411,24.1066915
chr1_1209165_1210265,13.691497
chr1_1209603_1210703,13.691497
chr1_1242947_1244047,13.960679
chr1_1244889_1245989,13.960679
chr1_1259136_1260236,13.978955
chr1_1259971_1261071,16.409659
chr1_1284630_1285730,13.613042000000002
chr1_1310775_1311875,16.188579
chr1_1313046_1314146,16.188579
chr1_1333902_1335002,25.318822
chr1_1334608_1335708,25.318822
chr1_1341032_1342132,20.136499
chr1_1342593_1343693,20.136499
chr1_1343476_1344576,20.136499
chr1_1369241_1370341,6.211463
chr1_1369853_1370953,6.211463
chr1_137865_138965,9.251991499999999
chr1_1406143_1407243,15.105088
chr1_1446531_1447631,14.340589000000001
chr1_1509355_1510455,22.945198
chr1_1510149_1511249,22.945198
chr1_1535376_1536476,7.720378999999999
chr1_1549795_1550895,18.30057
chr1_1551075_1552175,18.30057
chr1_1589786_1590886,15.174589000000001
chr1_1590373_1591473,11.29803375
chr1_1624067_1625167,7.89872
chr1_1654951_1656051,12.997621
chr1_1655666_1656766,12.744443
chr1_1677331_1678431,8.303499
chr1_1711796_1712896,13.274832
chr1_1821910_1823010,11.191042
chr1_1822395_1823495,11.191042
chr1_1850612_1851712,7.865528
chr1_1935176_1936276,6.6652095000000005
chr1_2115728_2116828,4.34665
chr1_2120237_2121337,6.913071
chr1_2142962_2144062,6.1504585
chr1_2143913_2145013,6.1504585
chr1_2144059_2145159,6.1504585
chr1_2145520_2146620,4.34665
chr1_2159134_2160234,12.866105000000001
chr1_2322267_2323367,15.149725
chr1_2323046_2324146,15.149725
chr1_2345136_2346236,13.428199
chr1_2457939_2459039,12.55476
chr1_2476904_2478004,9.689468
chr1_2488370_2489470,8.607992999999999
chr1_2516930_2518030,10.01707
chr1_3369990_3371090,8.88327
chr1_3540566_3541666,9.896550999999999
chr1_3541207_3542307,9.896550999999999
chr1_3568084_3569184,5.148658999999999
chr1_3569225_3570325,5.148658999999999
chr1_713150_714250,13.254572000000001
chr1_713906_715006,16.999964000000002
chr1_751751_752851,7.3174399999999995
chr1_761988_763088,7.5213705
chr1_762802_763902,8.672318666666667
chr1_839214_840314,4.123508999999999
chr1_856296_857396,7.1580070000000005
chr1_859260_860360,10.6344665
chr1_894589_895689,12.67915
chr1_894967_896067,12.67915
chr1_900877_901977,10.85679
chr1_933331_934431,10.699392999999999
chr1_935452_936552,10.699392999999999
chr1_947803_948903,16.295745
chr1_948473_949573,16.295745
chr1_954503_955603,6.701494
chr1_994114_995214,8.68852
chr1_998568_999668,10.021453
