name_P,H3k4me3_P
chr1_1051641_1052741,13.333167999999999
chr1_1166629_1167729,26.9413
chr1_1167311_1168411,26.9413
chr1_1209165_1210265,27.014834000000004
chr1_1209603_1210703,27.014834000000004
chr1_1242947_1244047,25.921177
chr1_1244889_1245989,25.921177
chr1_1259136_1260236,21.502522
chr1_1259971_1261071,21.502522
chr1_1284630_1285730,22.361653
chr1_1310775_1311875,27.508495
chr1_1333902_1335002,42.452621
chr1_1334608_1335708,42.452621
chr1_1341032_1342132,35.383679
chr1_1342593_1343693,35.383679
chr1_1343476_1344576,35.383679
chr1_1354625_1355725,3.892951
chr1_1357049_1358149,3.892951
chr1_1369241_1370341,10.104204
chr1_1369853_1370953,10.104204
chr1_1406143_1407243,21.741541
chr1_1446531_1447631,21.405581
chr1_1509355_1510455,43.614594
chr1_1510149_1511249,43.614594
chr1_1535376_1536476,7.605702000000001
chr1_1549795_1550895,28.614535999999998
chr1_1551075_1552175,28.614535999999998
chr1_1589786_1590886,26.891696500000002
chr1_1590373_1591473,15.2216405
chr1_1624067_1625167,16.326123000000003
chr1_1654951_1656051,24.1884795
chr1_1655666_1656766,20.360022666666666
chr1_1677331_1678431,12.247053
chr1_1821910_1823010,23.608335
chr1_1822395_1823495,23.608335
chr1_1850612_1851712,7.402193
chr1_1980909_1982009,21.545735
chr1_1981409_1982509,21.545735
chr1_2120237_2121337,11.844301
chr1_2143913_2145013,9.206513000000001
chr1_2144059_2145159,9.206513000000001
chr1_2159134_2160234,26.429499
chr1_2322267_2323367,28.983321999999998
chr1_2323046_2324146,28.983321999999998
chr1_2345136_2346236,29.031394
chr1_2457939_2459039,24.34028
chr1_2476904_2478004,11.495239999999999
chr1_2486078_2487178,15.075369
chr1_2488370_2489470,15.075369
chr1_2516930_2518030,21.59467
chr1_3369990_3371090,9.466999000000001
chr1_3540566_3541666,25.821544
chr1_3541207_3542307,25.821544
chr1_3568084_3569184,7.814835
chr1_3569225_3570325,7.814835
chr1_713150_714250,10.436446
chr1_713906_715006,10.436446
chr1_751751_752851,8.445272000000001
chr1_761988_763088,28.341603999999997
chr1_762802_763902,15.063934666666666
chr1_839214_840314,9.14166
chr1_859260_860360,5.134766
chr1_894589_895689,38.017043
chr1_894967_896067,16.492755
chr1_900877_901977,18.576539999999998
chr1_933331_934431,8.205475
chr1_935452_936552,12.349292
chr1_947803_948903,23.398560999999997
chr1_948473_949573,23.398560999999997
chr1_954503_955603,14.810336999999999
chr1_989413_990513,1.7577349999999998
chr1_994114_995214,5.915288
chr1_998568_999668,5.7127455
