name_P,H4k20me1_P
chr1_1009587_1010687,3.089085
chr1_1101484_1102584,1.594334
chr1_1102243_1103343,1.594334
chr1_1103385_1104485,1.594334
chr1_1103737_1104837,1.594334
chr1_1108264_1109364,1.594334
chr1_1114835_1115935,1.594334
chr1_1141971_1143071,1.8770950000000002
chr1_1149418_1150518,1.8770950000000002
chr1_1166629_1167729,1.8770950000000002
chr1_1167311_1168411,1.8770950000000002
chr1_1242947_1244047,2.309821
chr1_1244889_1245989,5.7341365
chr1_1253969_1255069,2.309821
chr1_1259136_1260236,2.309821
chr1_1259971_1261071,2.309821
chr1_1265694_1266794,2.309821
chr1_1475733_1476833,2.173852
chr1_1499804_1500904,2.173852
chr1_1509355_1510455,2.173852
chr1_1510149_1511249,2.173852
chr1_1549795_1550895,1.6485
chr1_1551075_1552175,1.6485
chr1_1566474_1567574,1.6485
chr1_1711796_1712896,2.9860900000000004
chr1_1821910_1823010,2.9860900000000004
chr1_1822395_1823495,2.9860900000000004
chr1_1949780_1950880,1.8241470000000002
chr1_1981409_1982509,1.576202
chr1_2076618_2077718,1.5592139999999999
chr1_2159134_2160234,2.606818
chr1_2257581_2258681,1.8135310000000002
chr1_2258032_2259132,1.8135310000000002
chr1_2306692_2307792,1.53064
chr1_2309699_2310799,1.53064
chr1_2315811_2316911,1.53064
chr1_2322267_2323367,1.7598310000000001
chr1_2323046_2324146,1.7598310000000001
chr1_2424597_2425697,6.740152999999999
chr1_2425818_2426918,7.6506419999999995
chr1_2457939_2459039,2.768666
chr1_2461584_2462684,2.768666
chr1_3369990_3371090,1.280127
chr1_3402810_3403910,1.280127
chr1_3477254_3478354,1.280127
chr1_3527959_3529059,1.280127
chr1_3540566_3541666,1.280127
chr1_3541207_3542307,1.280127
chr1_3568084_3569184,1.280127
chr1_3569225_3570325,1.280127
chr1_3585236_3586336,1.280127
chr1_3630762_3631862,1.280127
chr1_839214_840314,2.187568
chr1_845815_846915,2.187568
chr1_848551_849651,2.187568
chr1_856296_857396,2.187568
chr1_859260_860360,2.187568
chr1_866345_867445,2.187568
chr1_894589_895689,2.187568
chr1_894967_896067,2.187568
chr1_900877_901977,1.5585129999999998
chr1_917397_918497,1.5585129999999998
chr1_989413_990513,3.3377790000000003
chr1_994114_995214,3.3377790000000003
