name_E,H4k20me1_E
chr1_1714020_1714715,3.6210839999999997
chr1_1772108_1772256,7.723891
chr1_1793829_1793862,3.6210839999999997
chr1_1814762_1815124,3.6210839999999997
chr1_2162325_2162996,2.764168
chr1_2171824_2171946,2.764168
chr1_2172142_2172385,2.764168
chr1_2177615_2177829,2.764168
chr1_2190530_2190674,2.764168
chr1_2221868_2222548,2.764168
chr1_2230678_2230895,2.764168
chr1_2231691_2232185,2.764168
chr1_2232428_2232896,2.764168
chr1_3817648_3818071,1.550629
chr1_6354110_6354322,1.54639
chr1_6359789_6360186,1.54639
chr1_6360191_6360625,1.54639
chr1_6362597_6362955,1.54639
chr1_6373523_6373899,1.626925
chr1_6661008_6661639,1.915664
chr1_6943772_6944262,1.664868
