name_E,Ctcf_E
chr1_1093610_1093958,9.757832
chr1_1714020_1714715,2.013776
chr1_1840449_1840835,21.857543
chr1_2059932_2059994,3.4764739999999996
chr1_2162325_2162996,2.2124040000000003
chr1_2171824_2171946,2.2124040000000003
chr1_2172142_2172385,2.2124040000000003
chr1_2221868_2222548,8.445765
chr1_2230678_2230895,2.0324150000000003
chr1_2231691_2232185,2.0324150000000003
chr1_2232428_2232896,2.0324150000000003
chr1_2246556_2246763,11.528645000000001
chr1_2253622_2253773,2.0324150000000003
chr1_2254081_2254230,7.559031
chr1_2478276_2478817,12.256718
chr1_2509702_2510198,17.247445000000003
chr1_2574343_2574764,9.712864999999999
chr1_3237165_3237518,29.284521
chr1_3420761_3421065,5.666980000000001
chr1_3817648_3818071,13.576114000000002
chr1_6661008_6661639,5.20071
