name_E,H3k9ac_E
chr1_1014834_1015095,13.230414000000001
chr1_1093610_1093958,18.670209
chr1_1714020_1714715,5.200075
chr1_1840449_1840835,9.38278
chr1_2162325_2162996,18.941778
chr1_2177615_2177829,9.146594
chr1_2221868_2222548,9.846811
chr1_2230678_2230895,8.264994
chr1_2231691_2232185,8.264994
chr1_2232428_2232896,8.264994
chr1_2246556_2246763,7.234244
chr1_2253622_2253773,14.418315
chr1_2254081_2254230,14.418315
chr1_2478276_2478817,14.926932999999998
chr1_2509702_2510198,10.538749000000001
chr1_2574343_2574764,27.517390000000002
chr1_3229711_3230157,5.117543
chr1_3420761_3421065,15.601401000000001
chr1_3421438_3421558,15.601401000000001
chr1_3459907_3460197,8.982213
chr1_3817648_3818071,26.107247
chr1_6661008_6661639,33.377548
chr1_7359415_7359679,10.800877999999999
chr1_7461964_7462325,10.440847999999999
chr1_7531062_7531540,9.114479
chr1_956563_956812,9.514723
