name_P,H3k27me3_P
chr1_1071397_1072497,3.371725
chr1_1101484_1102584,2.365455
chr1_1102243_1103343,2.365455
chr1_1103385_1104485,2.365455
chr1_1103737_1104837,2.365455
chr1_1108264_1109364,6.252715499999999
chr1_1114835_1115935,2.365455
chr1_1141971_1143071,7.292947
chr1_1182002_1183102,5.233286
chr1_1514136_1515236,3.547933
chr1_1535376_1536476,6.082221
chr1_1566474_1567574,8.5733
chr1_1935176_1936276,7.580267
chr1_1949780_1950880,9.5429985
chr1_1980909_1982009,7.686528
chr1_1981409_1982509,7.686528
chr1_2461584_2462684,7.19445
chr1_2563007_2564107,2.202734
chr1_2564381_2565481,2.202734
chr1_2978859_2979959,9.317907
chr1_2984732_2985832,9.317907
chr1_2984901_2986001,9.317907
chr1_3369990_3371090,1.653617
chr1_3477254_3478354,2.011009
chr1_3568084_3569184,9.069137
chr1_3569225_3570325,9.069137
chr1_807672_808772,3.241933
chr1_812183_813283,3.241933
chr1_817043_818143,3.241933
chr1_839214_840314,3.241933
chr1_845815_846915,6.1043555
chr1_848551_849651,3.241933
chr1_856296_857396,3.241933
chr1_859260_860360,6.4073585
chr1_866345_867445,3.241933
chr1_917397_918497,2.3172349999999997
chr1_933331_934431,4.516121
chr1_935452_936552,4.516121
chr1_943509_944609,2.3172349999999997
chr1_994114_995214,5.356684
