name_P,H3k79me2_P
chr1_1166629_1167729,9.514375999999999
chr1_1167311_1168411,9.514375999999999
chr1_1209165_1210265,10.354766
chr1_1209603_1210703,10.354766
chr1_1242947_1244047,4.672343
chr1_1244889_1245989,4.672343
chr1_1253969_1255069,4.672343
chr1_1259136_1260236,4.672343
chr1_1259971_1261071,4.672343
chr1_1265694_1266794,4.672343
chr1_1284630_1285730,6.25381
chr1_1333902_1335002,9.943745
chr1_1334608_1335708,9.943745
chr1_1341032_1342132,9.943745
chr1_1342593_1343693,9.943745
chr1_1343476_1344576,9.943745
chr1_1406143_1407243,7.188333999999999
chr1_1446531_1447631,4.951414
chr1_1475733_1476833,5.6656580000000005
chr1_1499804_1500904,15.228657
chr1_1509355_1510455,15.228657
chr1_1510149_1511249,15.228657
chr1_1549795_1550895,6.85182
chr1_1551075_1552175,5.900068
chr1_1654951_1656051,6.233462
chr1_1711796_1712896,16.996735
chr1_1821910_1823010,16.996735
chr1_1822395_1823495,16.996735
chr1_2120237_2121337,4.522737
chr1_2159134_2160234,19.443424
chr1_2322267_2323367,8.240642
chr1_2323046_2324146,8.240642
chr1_2345136_2346236,3.4180010000000003
chr1_2457939_2459039,16.199271
chr1_2486078_2487178,2.659418
chr1_2488370_2489470,2.659418
chr1_2516930_2518030,6.608966000000001
chr1_3540566_3541666,3.1439470000000003
chr1_3541207_3542307,5.234789
chr1_713150_714250,7.560207000000001
chr1_761988_763088,7.169791
chr1_894589_895689,8.944195
chr1_894967_896067,8.944195
chr1_948473_949573,5.452582
