name_P,Ctcf_P
chr1_1141971_1143071,9.143597
chr1_1166629_1167729,7.800393
chr1_1167311_1168411,7.800393
chr1_1186614_1187714,9.658505
chr1_1209165_1210265,4.002632
chr1_1209603_1210703,4.002632
chr1_1242947_1244047,10.479968
chr1_1244889_1245989,5.1093779999999995
chr1_1284630_1285730,14.086810999999999
chr1_1310775_1311875,19.726244
chr1_1333902_1335002,10.339412000000001
chr1_1334608_1335708,16.407154000000002
chr1_1342593_1343693,7.1730220000000005
chr1_1343476_1344576,7.1730220000000005
chr1_1369853_1370953,10.630939999999999
chr1_137865_138965,14.251003
chr1_1446531_1447631,11.427022000000001
chr1_1509355_1510455,11.807072
chr1_1510149_1511249,11.807072
chr1_1589786_1590886,11.391943999999999
chr1_1590373_1591473,13.095810333333333
chr1_1602429_1603529,2.141526
chr1_1603714_1604814,2.141526
chr1_1624067_1625167,10.979014999999999
chr1_1654951_1656051,18.099462
chr1_1655666_1656766,21.56966
chr1_1677331_1678431,14.402470999999998
chr1_1711796_1712896,11.934735
chr1_1850612_1851712,6.760547000000001
chr1_1980909_1982009,10.202273
chr1_2142962_2144062,12.610885000000001
chr1_2143913_2145013,12.610885000000001
chr1_2144059_2145159,12.610885000000001
chr1_2159134_2160234,2.194973
chr1_2315811_2316911,4.526232
chr1_2345136_2346236,32.11001
chr1_2476904_2478004,11.432335000000002
chr1_2486078_2487178,14.5708965
chr1_2488370_2489470,8.1525265
chr1_2496849_2497949,5.464698
chr1_2511999_2513099,1.573161
chr1_2516930_2518030,1.573161
chr1_2718186_2719286,24.011044000000002
chr1_3369990_3371090,17.225185999999997
chr1_3527959_3529059,4.294852
chr1_3540566_3541666,4.294852
chr1_3541207_3542307,7.332188
chr1_568756_569856,39.522158000000005
chr1_713150_714250,30.225417999999998
chr1_713906_715006,30.225417999999998
chr1_839214_840314,15.418249000000001
chr1_845815_846915,2.900571
chr1_848551_849651,8.434823999999999
chr1_856296_857396,8.1383215
chr1_859260_860360,2.900571
chr1_866345_867445,6.947101
chr1_935452_936552,7.197781
chr1_947803_948903,6.329365
chr1_948473_949573,9.07628
chr1_954503_955603,13.11553
chr1_994114_995214,5.802432
chr1_998568_999668,46.087084000000004
