name_P,H3k4me2_P
chr1_1009587_1010687,4.556933
chr1_1051641_1052741,17.204929999999997
chr1_1071397_1072497,7.176586
chr1_1141971_1143071,11.418778999999999
chr1_1149418_1150518,10.245455
chr1_1166629_1167729,10.8431265
chr1_1167311_1168411,12.511954000000001
chr1_1186614_1187714,14.394819
chr1_1209165_1210265,13.675889000000002
chr1_1209603_1210703,13.675889000000002
chr1_1242947_1244047,16.360278
chr1_1244889_1245989,16.360278
chr1_1259136_1260236,16.600588
chr1_1259971_1261071,16.85944
chr1_1284630_1285730,13.001585666666665
chr1_1310775_1311875,11.524825
chr1_1333902_1335002,9.543395
chr1_1334608_1335708,9.543395
chr1_1341032_1342132,6.889602
chr1_1342593_1343693,6.889602
chr1_1343476_1344576,6.889602
chr1_1354625_1355725,4.476183
chr1_1357049_1358149,7.4466315000000005
chr1_1360508_1361608,4.476183
chr1_1369241_1370341,4.476183
chr1_1369853_1370953,4.476183
chr1_1406143_1407243,15.24914225
chr1_1446531_1447631,13.108058499999999
chr1_1509355_1510455,18.490069666666667
chr1_1510149_1511249,20.022366
chr1_1535376_1536476,9.706221000000001
chr1_1549795_1550895,11.84108
chr1_1551075_1552175,11.84108
chr1_1566474_1567574,6.1223849999999995
chr1_1590373_1591473,9.549638999999999
chr1_1654951_1656051,5.5999859999999995
chr1_1655666_1656766,4.502554
chr1_1711796_1712896,16.636057
chr1_1821910_1823010,11.7725935
chr1_1822395_1823495,11.7725935
chr1_1850612_1851712,12.298468
chr1_1980909_1982009,14.915182000000001
chr1_1981409_1982509,14.249651
chr1_2120237_2121337,10.185108
chr1_2142962_2144062,10.613218
chr1_2143913_2145013,10.613218
chr1_2144059_2145159,10.613218
chr1_2159134_2160234,13.033377
chr1_2322267_2323367,11.670174000000001
chr1_2323046_2324146,11.670174000000001
chr1_2345136_2346236,15.424101
chr1_2457939_2459039,10.032722999999999
chr1_2461584_2462684,10.032722999999999
chr1_2476904_2478004,12.346145
chr1_2486078_2487178,11.923691499999999
chr1_2488370_2489470,11.923691499999999
chr1_2511999_2513099,10.66784
chr1_2516930_2518030,12.779297999999999
chr1_3527959_3529059,11.216077
chr1_3540566_3541666,17.744706
chr1_3541207_3542307,18.013765
chr1_3568084_3569184,10.367467
chr1_3569225_3570325,10.367467
chr1_3585236_3586336,10.367467
chr1_713150_714250,17.93889
chr1_713906_715006,12.875933999999999
chr1_761988_763088,6.470814
chr1_839214_840314,6.224183
chr1_859260_860360,9.059139
chr1_894589_895689,9.295136999999999
chr1_894967_896067,9.295136999999999
chr1_900877_901977,16.051835
chr1_933331_934431,7.648436499999999
chr1_935452_936552,7.648436499999999
chr1_943509_944609,4.556933
chr1_947803_948903,9.726626999999999
chr1_948473_949573,9.726626999999999
chr1_954503_955603,11.239098666666665
chr1_989413_990513,4.556933
chr1_994114_995214,8.4821925
chr1_998568_999668,7.549085
