name_E,H3k4me3_E
chr1_1005293_1005547,1.7577349999999998
chr1_1093610_1093958,9.151212
chr1_1136667_1137146,4.047574
chr1_1143531_1144198,9.652565
chr1_1173386_1173736,4.125555
chr1_1840449_1840835,11.402314
chr1_2162325_2162996,26.429499
chr1_2177615_2177829,10.145918
chr1_2221868_2222548,11.139064999999999
chr1_2230678_2230895,9.854233
chr1_2246556_2246763,10.392746
chr1_2478276_2478817,11.495239999999999
chr1_2574343_2574764,20.201209
chr1_3459907_3460197,8.345127
chr1_3620035_3620325,3.3039620000000003
chr1_3817648_3818071,32.919109999999996
chr1_6053603_6054107,24.206188
chr1_6054896_6055025,24.206188
chr1_6321567_6321961,10.749264
chr1_6661008_6661639,52.030006
chr1_956563_956812,14.810336999999999
