name_P,H3k79me2_P
chr1_1166629_1167729,2.22192
chr1_1259136_1260236,2.36974
chr1_1333902_1335002,2.17667
chr1_1334608_1335708,2.17667
chr1_1341032_1342132,2.06915
chr1_1342593_1343693,2.55301
chr1_1343476_1344576,2.55301
chr1_1499804_1500904,1.7989
chr1_1509355_1510455,2.05044
chr1_1549795_1550895,2.59605
chr1_1551075_1552175,2.27273
chr1_2145520_2146620,3.01238
chr1_2323046_2324146,2.23338
chr1_2476904_2478004,4.16753
chr1_2516930_2518030,2.79377
chr1_267153_268253,5.77933
chr1_316720_317820,5.36305
chr1_3226560_3227660,3.08506
chr1_3540566_3541666,3.03976
chr1_3541207_3542307,2.64583
chr1_713150_714250,4.07786
chr1_761988_763088,2.58123
chr1_856296_857396,2.61216
chr1_933331_934431,2.70234
chr1_948473_949573,2.97127
chr1_998568_999668,3.1640900000000003
