name_P,H3k36me3_P
chr1_1149418_1150518,2.5251930000000002
chr1_1166629_1167729,2.5251930000000002
chr1_1167311_1168411,2.5251930000000002
chr1_1182002_1183102,2.959582
chr1_1186614_1187714,2.959582
chr1_1209165_1210265,2.959582
chr1_1209603_1210703,2.959582
chr1_1242947_1244047,2.217135
chr1_1244889_1245989,2.217135
chr1_1253969_1255069,2.217135
chr1_1259136_1260236,2.217135
chr1_1259971_1261071,2.217135
chr1_1265694_1266794,2.217135
chr1_1284630_1285730,2.217135
chr1_1310775_1311875,3.38975
chr1_1313046_1314146,3.38975
chr1_1333902_1335002,4.804345
chr1_1334608_1335708,3.38975
chr1_1341032_1342132,7.670247
chr1_1342593_1343693,3.38975
chr1_1343476_1344576,3.38975
chr1_1446531_1447631,2.4666639999999997
chr1_1475733_1476833,2.4666639999999997
chr1_1499804_1500904,2.4666639999999997
chr1_1509355_1510455,2.4666639999999997
chr1_1510149_1511249,2.4666639999999997
chr1_1602429_1603529,3.880584
chr1_1603714_1604814,3.880584
chr1_1677331_1678431,3.613637
chr1_1711796_1712896,3.613637
chr1_1821910_1823010,3.613637
chr1_1822395_1823495,3.613637
chr1_2120237_2121337,1.973312
chr1_2159134_2160234,2.420665
chr1_2315811_2316911,3.311289
chr1_2322267_2323367,3.311289
chr1_2323046_2324146,3.311289
chr1_2345136_2346236,3.311289
chr1_2457939_2459039,2.6318490000000003
chr1_2461584_2462684,2.6318490000000003
chr1_3540566_3541666,2.608632
chr1_3541207_3542307,2.608632
chr1_3568084_3569184,2.608632
chr1_3569225_3570325,2.608632
chr1_894589_895689,2.402607
chr1_894967_896067,2.402607
chr1_900877_901977,2.402607
chr1_989413_990513,2.117953
